source_run,partition_kind,exponent,q,depth,layer_dependent,single_err,opt_err,free_err,improve,gap,worst_cell_index,worst_cell_bits,worst_cell_x_lo,worst_cell_x_hi,time
wall_surface_2026-03-18,uniform_x,1/2,1,3,False,0.04801885319811061,0.03855030560180408,0.019266709931147465,0.009468547596306533,0.019283595670656614,0,"(0, 0, 0)",1.0,1.125,3.2757508754730225
wall_surface_2026-03-18,geometric_x,1/2,1,3,False,0.04801885319811061,0.038007769071102336,0.014571397870416124,0.010011084127008275,0.02343637120068621,0,"(0, 0, 0)",1.0,1.0905077326652577,3.2879879474639893
wall_surface_2026-03-18,harmonic_x,1/2,1,3,False,0.04801885319811061,0.035964847810087595,0.012535782363257702,0.012054005388023016,0.02342906544682989,7,"(1, 1, 1)",1.7777777777777777,2.0,3.354684829711914
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,3,False,0.04801885319811061,0.03836943742117616,0.030246046571444075,0.009649415776934449,0.008123390849732088,0,"(0, 0, 0)",1.0,1.2222222222222223,3.2896671295166016
wall_surface_2026-03-18,uniform_x,1/2,1,3,True,0.04801885319811061,0.03290396609425293,0.019266709931147465,0.01511488710385768,0.013637256163105467,7,"(1, 1, 1)",1.875,2.0,3.3883328437805176
wall_surface_2026-03-18,geometric_x,1/2,1,3,True,0.04801885319811061,0.031153241103705116,0.014571397870416124,0.016865612094405496,0.01658184323328899,0,"(0, 0, 0)",1.0,1.0905077326652577,3.4496588706970215
wall_surface_2026-03-18,harmonic_x,1/2,1,3,True,0.04801885319811061,0.027693141878382274,0.012535782363257702,0.020325711319728337,0.015157359515124572,4,"(1, 0, 0)",1.3333333333333333,1.4545454545454546,3.4621798992156982
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,3,True,0.04801885319811061,0.03673108401871054,0.030246046571444075,0.011287769179400074,0.0064850374472664625,7,"(1, 1, 1)",1.9333333333333333,2.0,3.4030678272247314
wall_surface_2026-03-18,uniform_x,1/2,1,4,False,0.04801885319811061,0.041080793032408074,0.010422740025294662,0.006938060165702538,0.03065805300711341,15,"(1, 1, 1, 1)",1.9375,2.0,7.158099174499512
wall_surface_2026-03-18,geometric_x,1/2,1,4,False,0.04801885319811061,0.03903223742957822,0.007553957776491171,0.008986615768532394,0.03147827965308705,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,7.398355960845947
wall_surface_2026-03-18,harmonic_x,1/2,1,4,False,0.04801885319811061,0.036814085942925706,0.007685177394208464,0.011204767255184905,0.02912890854871724,8,"(1, 0, 0, 0)",1.3333333333333333,1.391304347826087,7.14948582649231
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,4,False,0.04801885319811061,0.041080793032408074,0.018302927470747927,0.006938060165702538,0.022777865561660147,15,"(1, 1, 1, 1)",1.967741935483871,2.0,7.33556604385376
wall_surface_2026-03-18,uniform_x,1/2,1,4,True,0.04801885319811061,0.03268363912847789,0.010422740025294662,0.015335214069632723,0.022260899103183227,7,"(0, 1, 1, 1)",1.4375,1.5,7.21849513053894
wall_surface_2026-03-18,geometric_x,1/2,1,4,True,0.04801885319811061,0.03035818276048388,0.007553957776491171,0.01766067043762673,0.02280422498399271,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,7.420185089111328
wall_surface_2026-03-18,harmonic_x,1/2,1,4,True,0.04801885319811061,0.026302633694648112,0.007685177394208464,0.0217162195034625,0.01861745630043965,0,"(0, 0, 0, 0)",1.0,1.032258064516129,7.278430938720703
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,4,True,0.04801885319811061,0.03620078606822961,0.018302927470747927,0.011818067129881003,0.01789785859748168,0,"(0, 0, 0, 0)",1.0,1.1176470588235294,7.32774019241333
wall_surface_2026-03-18,uniform_x,1/2,1,5,False,0.04801885319811061,0.04199111634305641,0.005419629112361607,0.0060277368550542,0.0365714872306948,0,"(0, 0, 0, 0, 0)",1.0,1.03125,15.107240200042725
wall_surface_2026-03-18,geometric_x,1/2,1,5,False,0.04801885319811061,0.04126605285706291,0.003842389163193495,0.0067528003410477,0.037423663693869416,0,"(0, 0, 0, 0, 0)",1.0,1.0218971486541166,15.137890815734863
wall_surface_2026-03-18,harmonic_x,1/2,1,5,False,0.04801885319811061,0.03945303926878258,0.004239617174228956,0.00856581392932803,0.03521342209455362,1,"(0, 0, 0, 0, 1)",1.0158730158730158,1.032258064516129,15.213405847549438
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,5,False,0.04801885319811061,0.04235378478158993,0.010130868899735112,0.005665068416520681,0.032222915881854816,0,"(0, 0, 0, 0, 0)",1.0,1.0606060606060606,15.672950744628906
wall_surface_2026-03-18,uniform_x,1/2,1,5,True,0.04801885319811061,0.03247276504480362,0.005419629112361607,0.015546088153306992,0.02705313593244201,15,"(0, 1, 1, 1, 1)",1.46875,1.5,15.152101993560791
wall_surface_2026-03-18,geometric_x,1/2,1,5,True,0.04801885319811061,0.029849564725641077,0.003842389163193495,0.018169288472469534,0.026007175562447582,31,"(1, 1, 1, 1, 1)",1.9571441241754002,2.0,14.890143871307373
wall_surface_2026-03-18,harmonic_x,1/2,1,5,True,0.04801885319811061,0.025807802933905742,0.004239617174228956,0.02221105026420487,0.021568185759676787,24,"(1, 1, 0, 0, 0)",1.6,1.641025641025641,14.85111403465271
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,5,True,0.04801885319811061,0.03586962132550633,0.010130868899735112,0.012149231872604284,0.025738752425771214,7,"(0, 0, 1, 1, 1)",1.358974358974359,1.4,15.108761072158813
wall_surface_2026-03-18,uniform_x,1/2,1,6,False,0.04801885319811061,0.04436983165121844,0.0027633102183522973,0.0036490215468921727,0.04160652143286614,32,"(1, 0, 0, 0, 0, 0)",1.5,1.515625,30.60099220275879
wall_surface_2026-03-18,geometric_x,1/2,1,6,False,0.04801885319811061,0.04230006320868979,0.0019372364815933578,0.005718789989420825,0.04036282672709643,40,"(1, 0, 1, 0, 0, 0)",1.5422108254079407,1.559004400237837,30.371654987335205
wall_surface_2026-03-18,harmonic_x,1/2,1,6,False,0.04801885319811061,0.04371240411416954,0.002225137210319355,0.004306449083941073,0.041487266903850184,48,"(1, 1, 0, 0, 0, 0)",1.6,1.620253164556962,30.557361841201782
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,6,False,0.04801885319811061,0.043623842750329864,0.005339397922687269,0.004395010447780748,0.038284444827642594,0,"(0, 0, 0, 0, 0, 0)",1.0,1.0307692307692307,30.64219331741333
wall_surface_2026-03-18,uniform_x,1/2,1,6,True,0.04801885319811061,0.03235473310620089,0.0027633102183522973,0.01566412009190972,0.029591422887848596,34,"(1, 0, 0, 0, 1, 0)",1.53125,1.546875,29.34972882270813
wall_surface_2026-03-18,geometric_x,1/2,1,6,True,0.04801885319811061,0.02958521459456766,0.0019372364815933578,0.01843363860354295,0.027647978112974304,34,"(1, 0, 0, 0, 1, 0)",1.4451808069770467,1.460917794180647,29.53819990158081
wall_surface_2026-03-18,harmonic_x,1/2,1,6,True,0.04801885319811061,0.026040634305238963,0.002225137210319355,0.02197821889287165,0.02381549709491961,63,"(1, 1, 1, 1, 1, 1)",1.9692307692307693,2.0,29.334033012390137
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,6,True,0.04801885319811061,0.03570952614923379,0.005339397922687269,0.012309327048876821,0.03037012822654652,63,"(1, 1, 1, 1, 1, 1)",1.9921259842519685,2.0,30.011991024017334
wall_surface_2026-03-18,uniform_x,1/2,1,7,False,0.04801885319811061,0.04580368961312479,0.0013952675075605118,0.002215163584985823,0.044408422105564276,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.0078125,61.052897214889526
wall_surface_2026-03-18,geometric_x,1/2,1,7,False,0.04801885319811061,0.044830973906115686,0.0009728009170741604,0.003187879291994926,0.04385817298904152,1,"(0, 0, 0, 0, 0, 0, 1)",1.0054299011128027,1.0108892860517005,61.07925510406494
wall_surface_2026-03-18,harmonic_x,1/2,1,7,False,0.04801885319811061,0.0462620826295112,0.0011399378286217766,0.0017567705685994084,0.04512214480088943,1,"(0, 0, 0, 0, 0, 0, 1)",1.003921568627451,1.0078740157480315,60.87710189819336
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,7,False,0.04801885319811061,0.045468280120467025,0.0027425439601261184,0.0025505730776435864,0.04272573616034091,64,"(1, 0, 0, 0, 0, 0, 0)",1.6666666666666667,1.6735751295336787,60.815739154815674
wall_surface_2026-03-18,uniform_x,1/2,1,7,True,0.04801885319811061,0.03220755824744427,0.0013952675075605118,0.01581129495066634,0.030812290739883758,64,"(1, 0, 0, 0, 0, 0, 0)",1.5,1.5078125,58.42146706581116
wall_surface_2026-03-18,geometric_x,1/2,1,7,True,0.04801885319811061,0.029342511166140447,0.0009728009170741604,0.018676342031970165,0.028369710249066288,96,"(1, 1, 0, 0, 0, 0, 0)",1.681792830507429,1.6909247992693053,58.287089109420776
wall_surface_2026-03-18,harmonic_x,1/2,1,7,True,0.04801885319811061,0.025588537260549965,0.0011399378286217766,0.022430315937560646,0.02444859943192819,96,"(1, 1, 0, 0, 0, 0, 0)",1.6,1.610062893081761,58.18543195724487
wall_surface_2026-03-18,mirror_harmonic_x,1/2,1,7,True,0.04801885319811061,0.03547862610276203,0.0027425439601261184,0.012540227095348584,0.03273608214263591,0,"(0, 0, 0, 0, 0, 0, 0)",1.0,1.0155038759689923,59.23555898666382
wall_surface_2026-03-18,uniform_x,1/2,2,3,False,0.04801885319811061,0.02274767606204733,0.019266709931147465,0.02527117713606328,0.003480966130899866,7,"(1, 1, 1)",1.875,2.0,3.639943838119507
wall_surface_2026-03-18,geometric_x,1/2,2,3,False,0.04801885319811061,0.021110823638426424,0.014571397870416124,0.026908029559684188,0.006539425768010299,0,"(0, 0, 0)",1.0,1.0905077326652577,3.6341049671173096
wall_surface_2026-03-18,harmonic_x,1/2,2,3,False,0.04801885319811061,0.023310959080605067,0.012535782363257702,0.024707894117505545,0.010775176717347365,4,"(1, 0, 0)",1.3333333333333333,1.4545454545454546,3.7496278285980225
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,3,False,0.04801885319811061,0.030433602709489953,0.030246046571444075,0.017585250488620658,0.00018755613804587873,0,"(0, 0, 0)",1.0,1.2222222222222223,3.727158784866333
wall_surface_2026-03-18,uniform_x,1/2,2,3,True,0.04801885319811061,0.019462216898159437,0.019266709931147465,0.028556636299951175,0.00019550696701197204,7,"(1, 1, 1)",1.875,2.0,3.609694004058838
wall_surface_2026-03-18,geometric_x,1/2,2,3,True,0.04801885319811061,0.015929950078506377,0.014571397870416124,0.03208890311960423,0.0013585522080902523,1,"(0, 0, 1)",1.0905077326652577,1.189207115002721,3.5036680698394775
wall_surface_2026-03-18,harmonic_x,1/2,2,3,True,0.04801885319811061,0.016941235851014168,0.012535782363257702,0.031077617347096444,0.004405453487756466,1,"(0, 0, 1)",1.0666666666666667,1.1428571428571428,3.569474220275879
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,3,True,0.04801885319811061,0.030433602709489953,0.030246046571444075,0.017585250488620658,0.00018755613804587873,0,"(0, 0, 0)",1.0,1.2222222222222223,3.7538399696350098
wall_surface_2026-03-18,uniform_x,1/2,2,4,False,0.04801885319811061,0.027825719899582053,0.010422740025294662,0.020193133298528558,0.01740297987428739,7,"(0, 1, 1, 1)",1.4375,1.5,7.393903017044067
wall_surface_2026-03-18,geometric_x,1/2,2,4,False,0.04801885319811061,0.031006330819390738,0.007553957776491171,0.017012522378719874,0.023452373042899568,8,"(1, 0, 0, 0)",1.4142135623730951,1.4768261459394993,7.742846965789795
wall_surface_2026-03-18,harmonic_x,1/2,2,4,False,0.04801885319811061,0.03133634476818444,0.007685177394208464,0.01668250842992617,0.023651167373975976,8,"(1, 0, 0, 0)",1.3333333333333333,1.391304347826087,7.543153762817383
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,4,False,0.04801885319811061,0.028815727595323165,0.018302927470747927,0.019203125602787446,0.010512800124575238,0,"(0, 0, 0, 0)",1.0,1.1176470588235294,7.730240821838379
wall_surface_2026-03-18,uniform_x,1/2,2,4,True,0.04801885319811061,0.019462216898159437,0.010422740025294662,0.028556636299951175,0.009039476872864775,15,"(1, 1, 1, 1)",1.9375,2.0,7.43425989151001
wall_surface_2026-03-18,geometric_x,1/2,2,4,True,0.04801885319811061,0.015876367187616824,0.007553957776491171,0.032142486010493784,0.008322409411125654,5,"(0, 1, 0, 1)",1.241857812073484,1.2968395546510096,7.381501913070679
wall_surface_2026-03-18,harmonic_x,1/2,2,4,True,0.04801885319811061,0.01700642530568987,0.007685177394208464,0.03101242789242074,0.009321247911481407,0,"(0, 0, 0, 0)",1.0,1.032258064516129,7.5211098194122314
wall_surface_2026-03-18,mirror_harmonic_x,1/2,2,4,True,0.04801885319811061,0.026898369120716806,0.018302927470747927,0.021120484077393805,0.00859544164996888,3,"(0, 0, 1, 1)",1.3157894736842106,1.4,7.53498387336731
wall_surface_2026-03-18,uniform_x,1/2,2,5,False,0.04801885319811061,0.03655078118969824,0.005419629112361607,0.01146807200841237,0.031131152077336632,16,"(1, 0, 0, 0, 0)",1.5,1.53125,15.370718955993652
