source_run,partition_kind,alpha,q,depth,layer_dependent,cell_index,bits,x_lo,x_hi,plog_lo,plog_hi,x_mid,plog_mid,cell_worst_err,cell_log2_ratio,path_intercept,free_cell_intercept,worst_candidate_type,worst_candidate_x,worst_candidate_plog,n_candidates
partition_2026-03-18,geometric_x,1/2,5,6,False,21,"(0, 1, 0, 1, 0, 1)",1.255380757024691,1.2690509571917332,0.2553807570246911,0.2690509571917332,1.262215857108212,0.26221585710821216,0.005552515368236744,0.0022901234955165907,-0.083251953125,-0.0886983871459961,endpoint,1.2690509571917332,0.2690509571917332,2
partition_2026-03-18,geometric_x,1/2,5,6,False,22,"(0, 1, 0, 1, 1, 0)",1.2690509571917332,1.2828700160787783,0.2690509571917332,0.28287001607877826,1.2759604866352559,0.27596048663525574,0.005955797705222467,0.002163450130721504,-0.097412109375,-0.09144020080566406,endpoint,1.2690509571917332,0.2690509571917332,2
partition_2026-03-18,geometric_x,1/2,5,6,False,23,"(0, 1, 0, 1, 1, 1)",1.2828700160787783,1.2968395546510096,0.28287001607877826,0.29683955465100964,1.289854785364894,0.28985478536489395,0.004098225073307024,0.002102365999327623,-0.09033203125,-0.09405517578125,endpoint,1.2968395546510096,0.29683955465100964,2
partition_2026-03-18,geometric_x,1/2,5,6,False,24,"(0, 1, 1, 0, 0, 0)",1.2968395546510096,1.3109612115247644,0.29683955465100964,0.31096121152476436,1.303900383087887,0.303900383087887,0.011926493025810614,0.002040373901719229,-0.083251953125,-0.0965433120727539,endpoint,1.3109612115247644,0.31096121152476436,2
partition_2026-03-18,geometric_x,1/2,5,6,False,25,"(0, 1, 1, 0, 0, 1)",1.3109612115247644,1.3252366431597413,0.31096121152476436,0.32523664315974127,1.3180989273422528,0.3180989273422528,0.008045606942943907,0.001930258124423242,-0.09033203125,-0.09890270233154297,endpoint,1.3252366431597413,0.32523664315974127,2
partition_2026-03-18,geometric_x,1/2,5,6,False,26,"(0, 1, 1, 0, 1, 0)",1.3252366431597413,1.339667524053303,0.32523664315974127,0.339667524053303,1.3324520836065221,0.3324520836065222,0.02158161122422885,0.0018898313426665896,-0.076171875,-0.1011343002319336,endpoint,1.339667524053303,0.339667524053303,2
partition_2026-03-18,geometric_x,1/2,5,6,False,27,"(0, 1, 1, 0, 1, 1)",1.339667524053303,1.3542555469368927,0.339667524053303,0.3542555469368927,1.346961535495098,0.34696153549509784,0.023382133476071012,0.0018005222518421582,-0.076171875,-0.10323619842529297,endpoint,1.3542555469368927,0.3542555469368927,2
partition_2026-03-18,geometric_x,1/2,5,6,False,28,"(0, 1, 1, 1, 0, 0)",1.3542555469368927,1.3690024229745905,0.3542555469368927,0.3690024229745906,1.3616289849557417,0.3616289849557417,0.0250916184856786,0.0017094850096075892,-0.076171875,-0.1052093505859375,endpoint,1.3690024229745905,0.3690024229745906,2
partition_2026-03-18,geometric_x,1/2,5,6,False,29,"(0, 1, 1, 1, 0, 1)",1.3690024229745905,1.383909881963832,0.3690024229745906,0.38390988196383197,1.3764561524692114,0.37645615246921127,0.026708292947700944,0.0016166744620223423,-0.076171875,-0.10705184936523438,endpoint,1.383909881963832,0.38390988196383197,2
partition_2026-03-18,geometric_x,1/2,5,6,False,30,"(0, 1, 1, 1, 1, 0)",1.383909881963832,1.3989796725383112,0.38390988196383197,0.3989796725383111,1.3914447772510716,0.3914447772510716,0.02823033683857232,0.0015220438908713778,-0.076171875,-0.1087636947631836,endpoint,1.3989796725383112,0.3989796725383111,2
partition_2026-03-18,geometric_x,1/2,5,6,False,31,"(0, 1, 1, 1, 1, 1)",1.3989796725383112,1.4142135623730951,0.3989796725383111,0.41421356237309503,1.4065966174557032,0.4065966174557031,0.023693635925990084,0.0013991535732666394,-0.083251953125,-0.11034488677978516,endpoint,1.4142135623730951,0.41421356237309503,2
partition_2026-03-18,geometric_x,1/2,5,6,False,32,"(1, 0, 0, 0, 0, 0)",1.4142135623730951,1.42961333839197,0.41421356237309503,0.42961333839197,1.4219134503825326,0.42191345038253253,0.012940406879611682,0.0012456965187968819,-0.097412109375,-0.11179351806640625,endpoint,1.42961333839197,0.42961333839197,2
partition_2026-03-18,geometric_x,1/2,5,6,False,33,"(1, 0, 0, 0, 0, 1)",1.42961333839197,1.4451808069770467,0.42961333839197,0.4451808069770466,1.4373970726845082,0.43739707268450834,0.020151304654290533,0.001171590663259539,-0.09033203125,-0.11310958862304688,endpoint,1.4451808069770467,0.4451808069770466,2
partition_2026-03-18,geometric_x,1/2,5,6,False,34,"(1, 0, 0, 0, 1, 0)",1.4451808069770467,1.460917794180647,0.4451808069770466,0.460917794180647,1.4530493005788467,0.4530493005788468,0.021219365694036454,0.00106806103974592,-0.09033203125,-0.11429214477539062,endpoint,1.460917794180647,0.460917794180647,2
partition_2026-03-18,geometric_x,1/2,5,6,False,35,"(1, 0, 0, 0, 1, 1)",1.460917794180647,1.4768261459394993,0.460917794180647,0.4768261459394993,1.4688719700600732,0.46887197006007314,0.016056993164622318,0.0009333472084576167,-0.097412109375,-0.1153411865234375,endpoint,1.4768261459394993,0.4768261459394993,2
partition_2026-03-18,geometric_x,1/2,5,6,False,36,"(1, 0, 0, 1, 0, 0)",1.4768261459394993,1.4929077282912648,0.4768261459394993,0.49290772829126484,1.484866937115382,0.4848669371153821,0.023036397890746487,0.000854611329759026,-0.09033203125,-0.1162557601928711,endpoint,1.4929077282912648,0.49290772829126484,2
partition_2026-03-18,geometric_x,1/2,5,6,False,37,"(1, 0, 0, 1, 0, 1)",1.4929077282912648,1.5091644275934228,0.49290772829126484,0.5091644275934227,1.5010360779423437,0.5010360779423438,0.023780969322933644,0.0007445714321871563,-0.09033203125,-0.1170358657836914,endpoint,1.5091644275934228,0.5091644275934227,2
partition_2026-03-18,geometric_x,1/2,5,6,False,38,"(1, 0, 0, 1, 1, 0)",1.5091644275934228,1.5255981507445384,0.5091644275934227,0.5255981507445383,1.5173812891689806,0.5173812891689805,0.024413207218164628,0.0006322378952309835,-0.09033203125,-0.11767864227294922,endpoint,1.5255981507445384,0.5255981507445383,2
partition_2026-03-18,geometric_x,1/2,5,6,False,39,"(1, 0, 0, 1, 1, 1)",1.5255981507445384,1.5422108254079407,0.5255981507445383,0.5422108254079409,1.5339044880762396,0.5339044880762396,0.02493075226707569,0.0005175450489110598,-0.09033203125,-0.11818599700927734,endpoint,1.5422108254079407,0.5422108254079409,2
partition_2026-03-18,geometric_x,1/2,5,6,False,40,"(1, 0, 1, 0, 0, 0)",1.5422108254079407,1.559004400237837,0.5422108254079409,0.5590044002378369,1.550607612822889,0.550607612822889,0.03780878661445107,0.0004640917194273559,-0.076171875,-0.11855506896972656,endpoint,1.559004400237837,0.5590044002378369,2
partition_2026-03-18,geometric_x,1/2,5,6,False,41,"(1, 0, 1, 0, 0, 1)",1.559004400237837,1.5759808451078865,0.5590044002378369,0.5759808451078865,1.5674926226728618,0.5674926226728617,0.03189693215914048,0.0003134608264918771,-0.083251953125,-0.11878681182861328,endpoint,1.5759808451078865,0.5759808451078865,2
partition_2026-03-18,geometric_x,1/2,5,6,False,42,"(1, 0, 1, 0, 1, 0)",1.5759808451078865,1.593142151342267,0.5759808451078865,0.5931421513422669,1.5845614982250766,0.5845614982250766,0.019424497913484506,0.0001249634599595804,-0.097412109375,-0.11888313293457031,endpoint,1.593142151342267,0.5931421513422669,2
partition_2026-03-18,geometric_x,1/2,5,6,False,43,"(1, 0, 1, 0, 1, 1)",1.593142151342267,1.6104903319492543,0.5931421513422669,0.6104903319492543,1.6018162416457606,0.6018162416457606,0.025807802933905742,3.720420102552906e-05,-0.09033203125,-0.11883258819580078,D,1.6064453125,0.6064453125,3
partition_2026-03-18,geometric_x,1/2,5,6,False,44,"(1, 0, 1, 1, 0, 0)",1.6104903319492543,1.6280274218573478,0.6104903319492543,0.6280274218573477,1.619258876903301,0.6192588769033011,0.013015059564329315,0.00016438445493851685,-0.1044921875,-0.11864471435546875,endpoint,1.6104903319492543,0.6104903319492543,2
partition_2026-03-18,geometric_x,1/2,5,6,False,45,"(1, 0, 1, 1, 0, 1)",1.6280274218573478,1.645755478153965,0.6280274218573477,0.6457554781539648,1.6368914500056564,0.6368914500056563,0.006377476060603779,0.00033289488084962634,-0.111572265625,-0.118316650390625,endpoint,1.6280274218573478,0.6280274218573477,2
partition_2026-03-18,geometric_x,1/2,5,6,False,46,"(1, 0, 1, 1, 1, 0)",1.645755478153965,1.6636765803267364,0.6457554781539648,0.6636765803267365,1.6547160292403507,0.6547160292403507,0.019034874045015613,0.0003941609271579726,-0.097412109375,-0.11784648895263672,endpoint,1.645755478153965,0.6457554781539648,2
partition_2026-03-18,geometric_x,1/2,5,6,False,47,"(1, 0, 1, 1, 1, 1)",1.6636765803267364,1.681792830507429,0.6636765803267365,0.6817928305074291,1.6727347054170827,0.6727347054170828,0.01864071311785764,0.0005312474203986907,-0.097412109375,-0.1172342300415039,endpoint,1.6636765803267364,0.6636765803267365,2
partition_2026-03-18,geometric_x,1/2,5,6,False,48,"(1, 1, 0, 0, 0, 0)",1.681792830507429,1.7001063537185235,0.6817928305074291,0.7001063537185235,1.6909495921129762,0.6909495921129762,0.02463528051908741,0.0006330376199811325,-0.09033203125,-0.11647796630859375,endpoint,1.681792830507429,0.6817928305074291,2
partition_2026-03-18,geometric_x,1/2,5,6,False,49,"(1, 1, 0, 0, 0, 1)",1.7001063537185235,1.718619298122478,0.7001063537185235,0.7186192981224779,1.7093628259205007,0.7093628259205007,0.02400224289910628,0.0007755523705638781,-0.09033203125,-0.11557674407958984,endpoint,1.7001063537185235,0.7001063537185235,2
partition_2026-03-18,geometric_x,1/2,5,6,False,50,"(1, 1, 0, 0, 1, 0)",1.718619298122478,1.7373338352737062,0.7186192981224779,0.7373338352737062,1.7279765666980922,0.7279765666980921,0.023226690528542402,0.0009213446166570983,-0.09033203125,-0.1145315170288086,endpoint,1.718619298122478,0.7186192981224779,2
partition_2026-03-18,geometric_x,1/2,5,6,False,51,"(1, 1, 0, 0, 1, 1)",1.7373338352737062,1.7562521603732995,0.7373338352737062,0.7562521603732995,1.7467929978235028,0.7467929978235028,0.015661657668114858,0.001111648075657557,-0.097412109375,-0.11334037780761719,endpoint,1.7373338352737062,0.7373338352737062,2
partition_2026-03-18,geometric_x,1/2,5,6,False,52,"(1, 1, 0, 1, 0, 0)",1.7562521603732995,1.7753764925265212,0.7562521603732995,0.7753764925265213,1.7658143264499104,0.7658143264499103,0.021234826026767364,0.0012231882514724447,-0.09033203125,-0.11200141906738281,endpoint,1.7562521603732995,0.7562521603732995,2
partition_2026-03-18,geometric_x,1/2,5,6,False,53,"(1, 1, 0, 1, 0, 1)",1.7753764925265212,1.7947090750031072,0.7753764925265213,0.7947090750031072,1.7850427837648142,0.7850427837648142,0.026707330739864425,0.00133676735225005,-0.083251953125,-0.11051559448242188,endpoint,1.7753764925265212,0.7753764925265213,2
partition_2026-03-18,geometric_x,1/2,5,6,False,54,"(1, 1, 0, 1, 1, 0)",1.7947090750031072,1.8142521755003989,0.7947090750031072,0.8142521755003987,1.804480625251753,0.804480625251753,0.025370563387614373,0.0014957495854006468,-0.083251953125,-0.10888099670410156,endpoint,1.7947090750031072,0.7947090750031072,2
partition_2026-03-18,geometric_x,1/2,5,6,False,55,"(1, 1, 0, 1, 1, 1)",1.8142521755003989,1.8340080864093424,0.8142521755003987,0.8340080864093424,1.8241301309548705,0.8241301309548706,0.0170927043598448,0.001703326246760117,-0.09033203125,-0.10709667205810547,endpoint,1.8142521755003989,0.8142521755003987,2
partition_2026-03-18,geometric_x,1/2,5,6,False,56,"(1, 1, 1, 0, 0, 0)",1.8340080864093424,1.8539791250833855,0.8340080864093424,0.8539791250833856,1.843993605746364,0.8439936057463641,0.022216263285063535,0.001825299508136109,-0.083251953125,-0.10516166687011719,endpoint,1.8340080864093424,0.8340080864093424,2
partition_2026-03-18,geometric_x,1/2,5,6,False,57,"(1, 1, 1, 0, 0, 1)",1.8539791250833855,1.8741676341103,0.8539791250833856,0.8741676341102999,1.8640733795968427,0.8640733795968427,0.020390963776927427,0.0019961317956851536,-0.083251953125,-0.10307598114013672,endpoint,1.8539791250833855,0.8539791250833856,2
partition_2026-03-18,geometric_x,1/2,5,6,False,58,"(1, 1, 1, 0, 1, 0)",1.8741676341103,1.8945759815869656,0.8741676341102999,0.8945759815869656,1.8843718078486327,0.8843718078486328,0.018394831981242272,0.002171188831622191,-0.083251953125,-0.10083770751953125,endpoint,1.8741676341103,0.8741676341102999,2
partition_2026-03-18,geometric_x,1/2,5,6,False,59,"(1, 1, 1, 0, 1, 1)",1.8945759815869656,1.9152065613971474,0.8945759815869656,0.9152065613971473,1.9048912714920565,0.9048912714920565,0.016223643149620083,0.002350618643655596,-0.083251953125,-0.09844589233398438,endpoint,1.8945759815869656,0.8945759815869656,2
partition_2026-03-18,geometric_x,1/2,5,6,False,60,"(1, 1, 1, 1, 0, 0)",1.9152065613971474,1.9360617934922943,0.9152065613971473,0.9360617934922945,1.9256341774447208,0.9256341774447209,0.02085635646322453,0.0024844337321234078,-0.076171875,-0.0959005355834961,endpoint,1.9152065613971474,0.9152065613971473,2
partition_2026-03-18,geometric_x,1/2,5,6,False,61,"(1, 1, 1, 1, 0, 1)",1.9360617934922943,1.9571441241754002,0.9360617934922945,0.9571441241754003,1.9466029588338474,0.9466029588338474,0.011338448283682854,0.0027232239353351716,-0.083251953125,-0.0931997299194336,endpoint,1.9360617934922943,0.9360617934922945,2
partition_2026-03-18,geometric_x,1/2,5,6,False,62,"(1, 1, 1, 1, 1, 0)",1.9571441241754002,1.978456026387951,0.9571441241754003,0.9784560263879509,1.9678000752816756,0.9678000752816757,0.0086836406412937,0.0030238231993628788,-0.097412109375,-0.09034252166748047,endpoint,1.978456026387951,0.9784560263879509,2
partition_2026-03-18,geometric_x,1/2,5,6,False,63,"(1, 1, 1, 1, 1, 1)",1.978456026387951,2.0,0.9784560263879509,1.0,1.9892280131939755,0.9892280131939755,0.004644607764018081,0.003169955375638404,-0.09033203125,-0.08732795715332031,endpoint,2.0,1.0,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,0,"(0, 0, 0, 0, 0, 0)",1.0,1.0078740157480315,0.0,0.007874015748031496,1.0039370078740157,0.003937007874015748,0.03205329418729231,0.002750976394332192,-0.0439453125,-0.0019483566284179688,endpoint,1.0,0.0,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,1,"(0, 0, 0, 0, 0, 1)",1.0078740157480315,1.0158730158730158,0.007874015748031496,0.015873015873015872,1.0118735158105236,0.011873515810523684,0.03327724725524121,0.002735383138669742,-0.04931640625,-0.0058231353759765625,endpoint,1.0078740157480315,0.007874015748031496,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,2,"(0, 0, 0, 0, 1, 0)",1.0158730158730158,1.024,0.015873015873015872,0.024,1.019936507936508,0.019936507936507936,0.03854120983112443,0.002710273530042705,-0.06005859375,-0.00966644287109375,endpoint,1.0158730158730158,0.015873015873015872,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,3,"(0, 0, 0, 0, 1, 1)",1.024,1.032258064516129,0.024,0.03225806451612903,1.0281290322580645,0.028129032258064516,0.03583093630108172,0.0027008835883826658,-0.06005859375,-0.013475418090820312,endpoint,1.024,0.024,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,4,"(0, 0, 0, 1, 0, 0)",1.032258064516129,1.0406504065040652,0.03225806451612903,0.04065040650406504,1.036454235510097,0.036454235510097036,0.037163547667495536,0.0026818663349150746,-0.0654296875,-0.017251014709472656,endpoint,1.032258064516129,0.03225806451612903,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,5,"(0, 0, 0, 1, 0, 1)",1.0406504065040652,1.0491803278688525,0.04065040650406504,0.04918032786885246,1.0449153671864588,0.04491536718645875,0.03853536376439117,0.002661591619940644,-0.07080078125,-0.020989418029785156,endpoint,1.0406504065040652,0.04065040650406504,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,6,"(0, 0, 0, 1, 1, 0)",1.0491803278688525,1.0578512396694215,0.04918032786885246,0.05785123966942149,1.053515783769137,0.053515783769136974,0.035873772144450526,0.0026493043693214657,-0.07080078125,-0.02469158172607422,endpoint,1.0491803278688525,0.04918032786885246,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,7,"(0, 0, 0, 1, 1, 1)",1.0578512396694215,1.0666666666666667,0.05785123966942149,0.06666666666666667,1.062258953168044,0.06225895316804408,0.029152464716798207,0.0026455344383772067,-0.0654296875,-0.02835559844970703,endpoint,1.0578512396694215,0.05785123966942149,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,8,"(0, 0, 1, 0, 0, 0)",1.0666666666666667,1.0756302521008403,0.06666666666666667,0.07563025210084033,1.0711484593837535,0.0711484593837535,0.030588386989918767,0.0026218735756567144,-0.07080078125,-0.03197956085205078,endpoint,1.0666666666666667,0.06666666666666667,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,9,"(0, 0, 1, 0, 0, 1)",1.0756302521008403,1.0847457627118644,0.07563025210084033,0.0847457627118644,1.0801880074063523,0.08018800740635237,0.024804179580208176,0.0026142632540803365,-0.066650390625,-0.03556251525878906,endpoint,1.0756302521008403,0.07563025210084033,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,10,"(0, 0, 1, 0, 1, 0)",1.0847457627118644,1.0940170940170941,0.0847457627118644,0.09401709401709402,1.0893814283644792,0.08938142836447921,0.02535988060313706,0.0025903057546507475,-0.07080078125,-0.03910255432128906,endpoint,1.0847457627118644,0.0847457627118644,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,11,"(0, 0, 1, 0, 1, 1)",1.0940170940170941,1.103448275862069,0.09401709401709402,0.10344827586206896,1.0987326849395815,0.0987326849395815,0.02689239180078234,0.0025624666914965096,-0.076171875,-0.042598724365234375,endpoint,1.0940170940170941,0.09401709401709402,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,12,"(0, 0, 1, 1, 0, 0)",1.103448275862069,1.1130434782608696,0.10344827586206896,0.11304347826086956,1.1082458770614694,0.10824587706146926,0.02847498727470634,0.002532897556178553,-0.08154296875,-0.04604911804199219,endpoint,1.103448275862069,0.10344827586206896,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,13,"(0, 0, 1, 1, 0, 1)",1.1130434782608696,1.1228070175438596,0.11304347826086956,0.12280701754385964,1.1179252479023647,0.11792524790236461,0.025942089718527787,0.0025124786854412956,-0.08154296875,-0.04945182800292969,endpoint,1.1130434782608696,0.11304347826086956,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,14,"(0, 0, 1, 1, 1, 0)",1.1228070175438596,1.1327433628318584,0.12280701754385964,0.13274336283185842,1.127775190187859,0.12777519018785902,0.015108338072746513,0.0025129709997104115,-0.07080078125,-0.05280494689941406,endpoint,1.1228070175438596,0.12280701754385964,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,15,"(0, 0, 1, 1, 1, 1)",1.1327433628318584,1.1428571428571428,0.13274336283185842,0.14285714285714285,1.1378002528445006,0.13780025284450062,0.016761100517488792,0.0024789539532504203,-0.076171875,-0.056107521057128906,endpoint,1.1327433628318584,0.13274336283185842,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,16,"(0, 1, 0, 0, 0, 0)",1.1428571428571428,1.1531531531531531,0.14285714285714285,0.15315315315315314,1.148005148005148,0.148005148005148,0.0184713648617202,0.0024428595401273542,-0.08154296875,-0.059356689453125,endpoint,1.1428571428571428,0.14285714285714285,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,17,"(0, 1, 0, 0, 0, 1)",1.1531531531531531,1.1636363636363636,0.15315315315315314,0.16363636363636364,1.1583947583947585,0.1583947583947584,0.011827595304878915,0.0024285876701594924,-0.076171875,-0.06255149841308594,endpoint,1.1531531531531531,0.15315315315315314,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,18,"(0, 1, 0, 0, 1, 0)",1.1636363636363636,1.1743119266055047,0.16363636363636364,0.1743119266055046,1.1689741451209341,0.16897414512093412,0.006152004351090221,0.002410405520015446,-0.072021484375,-0.0656900405883789,endpoint,1.1636363636363636,0.16363636363636364,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,19,"(0, 1, 0, 0, 1, 1)",1.1743119266055047,1.1851851851851851,0.1743119266055046,0.18518518518518517,1.1797485558953449,0.17974855589534489,0.0018984052597880506,0.002390908740387809,-0.06787109375,-0.06876850128173828,endpoint,1.1851851851851851,0.18518518518518517,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,20,"(0, 1, 0, 1, 0, 0)",1.1851851851851851,1.1962616822429906,0.18518518518518517,0.19626168224299065,1.190723433714088,0.19072343371408793,0.001952173534687526,0.0023532689154435985,-0.07080078125,-0.07178592681884766,endpoint,1.1962616822429906,0.19626168224299065,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,21,"(0, 1, 0, 1, 0, 1)",1.1962616822429906,1.2075471698113207,0.19626168224299065,0.20754716981132076,1.2019044260271556,0.2019044260271557,0.0022859191444872555,0.0023073750037169577,-0.076171875,-0.07474040985107422,endpoint,1.1962616822429906,0.19626168224299065,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,22,"(0, 1, 0, 1, 1, 0)",1.2075471698113207,1.2190476190476192,0.20754716981132076,0.21904761904761905,1.2132973944294698,0.2132973944294699,0.008518736603172485,0.0022450988048508783,-0.0869140625,-0.07762908935546875,endpoint,1.2075471698113207,0.20754716981132076,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,23,"(0, 1, 0, 1, 1, 1)",1.2190476190476192,1.2307692307692308,0.21904761904761905,0.23076923076923078,1.224908424908425,0.22490842490842491,0.006273637798321606,0.002207123886663381,-0.0869140625,-0.08045005798339844,endpoint,1.2190476190476192,0.21904761904761905,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,24,"(0, 1, 1, 0, 0, 0)",1.2307692307692308,1.2427184466019416,0.23076923076923078,0.24271844660194175,1.2367438386855862,0.23674383868558627,0.004066513911658225,0.002166855273355495,-0.0869140625,-0.08319950103759766,endpoint,1.2307692307692308,0.23076923076923078,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,25,"(0, 1, 1, 0, 0, 1)",1.2427184466019416,1.2549019607843137,0.24271844660194175,0.2549019607843137,1.2488102036931277,0.24881020369312773,0.006230948649427539,0.0021093650044809536,-0.09228515625,-0.0858755111694336,endpoint,1.2427184466019416,0.24271844660194175,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,26,"(0, 1, 1, 0, 1, 0)",1.2549019607843137,1.2673267326732673,0.2549019607843137,0.26732673267326734,1.2611143467287906,0.2611143467287905,0.004121583644946585,0.002063715003564203,-0.09228515625,-0.08847522735595703,endpoint,1.2549019607843137,0.2549019607843137,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,27,"(0, 1, 1, 0, 1, 1)",1.2673267326732673,1.28,0.26732673267326734,0.28,1.2736633663366337,0.2736633663366337,0.004334367237830689,0.002030951056257072,-0.0869140625,-0.09099578857421875,endpoint,1.28,0.28,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,28,"(0, 1, 1, 1, 0, 0)",1.28,1.292929292929293,0.28,0.29292929292929293,1.2864646464646465,0.2864646464646465,0.015060438888344857,0.0020119180441803396,-0.076171875,-0.09343338012695312,endpoint,1.292929292929293,0.29292929292929293,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,29,"(0, 1, 1, 1, 0, 1)",1.292929292929293,1.3061224489795917,0.29292929292929293,0.30612244897959184,1.2995258709544424,0.2995258709544424,0.020396876391152077,0.0019714714744917612,-0.072021484375,-0.09578704833984375,endpoint,1.3061224489795917,0.30612244897959184,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,30,"(0, 1, 1, 1, 1, 0)",1.3061224489795917,1.3195876288659794,0.30612244897959184,0.31958762886597936,1.3128550389227855,0.3128550389227856,0.018922200574821454,0.0019028109442309166,-0.076171875,-0.09805107116699219,endpoint,1.3195876288659794,0.31958762886597936,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,31,"(0, 1, 1, 1, 1, 1)",1.3195876288659794,1.3333333333333333,0.31958762886597936,0.3333333333333333,1.3264604810996563,0.32646048109965636,0.01634888869284704,0.0018260759517746575,-0.08154296875,-0.10022258758544922,endpoint,1.3333333333333333,0.3333333333333333,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,32,"(1, 0, 0, 0, 0, 0)",1.3333333333333333,1.3473684210526315,0.3333333333333333,0.3473684210526316,1.3403508771929824,0.34035087719298246,0.009201581135638669,0.001726706693557868,-0.09228515625,-0.10229873657226562,endpoint,1.3473684210526315,0.3473684210526316,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,33,"(1, 0, 0, 0, 0, 1)",1.3473684210526315,1.3617021276595744,0.3473684210526316,0.3617021276595745,1.354535274356103,0.35453527435610305,0.010859857500183662,0.0016582763645449942,-0.09228515625,-0.10427474975585938,endpoint,1.3617021276595744,0.3617021276595745,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,34,"(1, 0, 0, 0, 1, 0)",1.3617021276595744,1.3763440860215055,0.3617021276595745,0.3763440860215054,1.3690231068405398,0.3690231068405399,0.021430272341565762,0.001623735302564433,-0.08154296875,-0.10614776611328125,endpoint,1.3763440860215055,0.3763440860215054,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,35,"(1, 0, 0, 0, 1, 1)",1.3763440860215055,1.391304347826087,0.3763440860215054,0.391304347826087,1.3838242169237962,0.38382421692379615,0.018473481546271982,0.001528540916064456,-0.0869140625,-0.10791206359863281,endpoint,1.391304347826087,0.391304347826087,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,36,"(1, 0, 0, 1, 0, 0)",1.391304347826087,1.4065934065934067,0.391304347826087,0.4065934065934066,1.3989488772097467,0.39894887720974676,0.02341896992578232,0.001463243725596705,-0.082763671875,-0.10956478118896484,endpoint,1.4065934065934067,0.4065934065934066,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,37,"(1, 0, 0, 1, 0, 1)",1.4065934065934067,1.4222222222222223,0.4065934065934066,0.4222222222222222,1.4144078144078145,0.41440781440781443,0.029331634367909882,0.0013986582591431766,-0.077392578125,-0.11110115051269531,endpoint,1.4222222222222223,0.4222222222222222,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,38,"(1, 0, 0, 1, 1, 0)",1.4222222222222223,1.4382022471910112,0.4222222222222222,0.43820224719101125,1.4302122347066166,0.43021223470661674,0.034151246009714836,0.0013253011456091839,-0.0732421875,-0.11251640319824219,endpoint,1.4382022471910112,0.43820224719101125,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,39,"(1, 0, 0, 1, 1, 1)",1.4382022471910112,1.4545454545454546,0.43820224719101125,0.45454545454545453,1.446373850868233,0.4463738508682329,0.03890086812369077,0.0012474642796969576,-0.069091796875,-0.11380481719970703,endpoint,1.4545454545454546,0.45454545454545453,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,40,"(1, 0, 1, 0, 0, 0)",1.4545454545454546,1.471264367816092,0.45454545454545453,0.47126436781609193,1.4629049111807733,0.46290491118077326,0.038593344853984204,0.0011404277665004218,-0.07080078125,-0.11496162414550781,endpoint,1.471264367816092,0.47126436781609193,2
partition_2026-03-18,harmonic_x,1/2,5,6,False,41,"(1, 0, 1, 0, 0, 1)",1.471264367816092,1.4883720930232558,0.47126436781609193,0.4883720930232558,1.4798182304196739,0.47981823041967386,0.035021458865029394,0.0010108460877991563,-0.076171875,-0.1159811019897461,endpoint,1.4883720930232558,0.4883720930232558,2
