partition_kind,alpha,q,depth,layer_dependent,cell_index,bits,x_lo,x_hi,plog_lo,plog_hi,x_mid,plog_mid,cell_worst_err,cell_log2_ratio,path_intercept,free_cell_intercept,worst_candidate_type,worst_candidate_x,n_candidates
geometric_x,1/2,5,4,False,7,"(0, 1, 1, 1)",1.3542555469368927,1.4142135623730951,0.3542555469368927,0.41421356237309503,1.384234554654994,0.3842345546549939,0.02307544318975844,0.00616055324602034,-0.083984375,-0.10770988464355469,endpoint,0.41421356237309503,2
geometric_x,1/2,5,4,False,8,"(1, 0, 0, 0)",1.4142135623730951,1.4768261459394993,0.41421356237309503,0.4768261459394993,1.4455198541562972,0.4455198541562972,0.01943940452728261,0.004424665692783922,-0.093505859375,-0.11349010467529297,endpoint,0.4768261459394993,2
geometric_x,1/2,5,4,False,9,"(1, 0, 0, 1)",1.4768261459394993,1.5422108254079407,0.4768261459394993,0.5422108254079409,1.50951848567372,0.50951848567372,0.02213360158657626,0.002694197059293648,-0.093505859375,-0.11713123321533203,endpoint,0.5422108254079409,2
geometric_x,1/2,5,4,False,10,"(1, 0, 1, 0)",1.5422108254079407,1.6104903319492543,0.5422108254079409,0.6104903319492543,1.5763505786785976,0.5763505786785975,0.02295561482930237,0.0008220132427261084,-0.093505859375,-0.1186532974243164,D,0.6043294270833334,3
geometric_x,1/2,5,4,False,11,"(1, 0, 1, 1)",1.6104903319492543,1.681792830507429,0.6104903319492543,0.6817928305074291,1.6461415812283418,0.6461415812283416,0.001228298519931821,0.0017324949670082866,-0.117431640625,-0.11782264709472656,endpoint,0.6104903319492543,2
geometric_x,1/2,5,4,False,12,"(1, 1, 0, 0)",1.681792830507429,1.7562521603732995,0.6817928305074291,0.7562521603732995,1.7190224954403643,0.7190224954403643,0.010647453547592497,0.0037421734013589583,-0.10546875,-0.114776611328125,endpoint,0.6817928305074291,2
geometric_x,1/2,5,4,False,13,"(1, 1, 0, 1)",1.7562521603732995,1.8340080864093424,0.7562521603732995,0.8340080864093424,1.795130123391321,0.7951301233913209,0.006905280146233538,0.0062205840938032424,-0.10546875,-0.10940074920654297,endpoint,0.7562521603732995,2
geometric_x,1/2,5,4,False,14,"(1, 1, 1, 0)",1.8340080864093424,1.9152065613971474,0.8340080864093424,0.9152065613971473,1.8746073239032448,0.8746073239032449,0.009951887040565478,0.008685978017428748,-0.095947265625,-0.1016378402709961,endpoint,0.8340080864093424,2
geometric_x,1/2,5,4,False,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,0.9152065613971473,1.0,1.9576032806985737,0.9576032806985737,0.02274767606204733,0.012032130393885076,-0.10791015625,-0.09142780303955078,endpoint,1.0,2
uniform_x,1/2,5,5,False,0,"(0, 0, 0, 0, 0)",1.0,1.03125,0.0,0.03125,1.015625,0.015625,0.023614882111407654,0.010694260158328755,-0.032470703125,-0.007498741149902344,endpoint,0.0,2
uniform_x,1/2,5,5,False,1,"(0, 0, 0, 0, 1)",1.03125,1.0625,0.03125,0.0625,1.046875,0.046875,0.017438931442939155,0.009902591887722552,-0.03857421875,-0.021726608276367188,endpoint,0.03125,2
uniform_x,1/2,5,5,False,2,"(0, 0, 0, 1, 0)",1.0625,1.09375,0.0625,0.09375,1.078125,0.078125,0.02368471008553961,0.009051238309203341,-0.06005859375,-0.03464698791503906,endpoint,0.0625,2
uniform_x,1/2,5,5,False,3,"(0, 0, 0, 1, 1)",1.09375,1.125,0.09375,0.125,1.109375,0.109375,0.010545987921735864,0.008397824872853666,-0.0546875,-0.04635143280029297,endpoint,0.09375,2
uniform_x,1/2,5,5,False,4,"(0, 0, 1, 0, 0)",1.125,1.15625,0.125,0.15625,1.140625,0.140625,0.019462216898159437,0.007595886101004052,-0.0771484375,-0.05692481994628906,endpoint,0.125,2
uniform_x,1/2,5,5,False,5,"(0, 0, 1, 0, 1)",1.15625,1.1875,0.15625,0.1875,1.171875,0.171875,0.023753054856411573,0.006863307004162894,-0.09228515625,-0.06644344329833984,endpoint,0.15625,2
uniform_x,1/2,5,5,False,6,"(0, 0, 1, 1, 0)",1.1875,1.21875,0.1875,0.21875,1.203125,0.203125,0.006500213159974015,0.006403256395164555,-0.07080078125,-0.07497501373291016,endpoint,0.21875,2
uniform_x,1/2,5,5,False,7,"(0, 0, 1, 1, 1)",1.21875,1.25,0.21875,0.25,1.234375,0.234375,0.012322696477194466,0.00582248331722045,-0.07080078125,-0.08258247375488281,endpoint,0.25,2
uniform_x,1/2,5,5,False,8,"(0, 1, 0, 0, 0)",1.25,1.28125,0.25,0.28125,1.265625,0.265625,0.005750516971837378,0.005104401936653439,-0.09326171875,-0.089324951171875,endpoint,0.25,2
uniform_x,1/2,5,5,False,9,"(0, 1, 0, 0, 1)",1.28125,1.3125,0.28125,0.3125,1.296875,0.296875,0.010941426451490028,0.004624233969945564,-0.084716796875,-0.09525299072265625,endpoint,0.3125,2
uniform_x,1/2,5,5,False,10,"(0, 1, 0, 1, 0)",1.3125,1.34375,0.3125,0.34375,1.328125,0.328125,0.008766221857826604,0.004045480510921917,-0.09228515625,-0.10041618347167969,endpoint,0.34375,2
uniform_x,1/2,5,5,False,11,"(0, 1, 0, 1, 1)",1.34375,1.375,0.34375,0.375,1.359375,0.359375,0.007176621988433402,0.0034921068320035663,-0.098388671875,-0.1048583984375,endpoint,0.375,2
uniform_x,1/2,5,5,False,12,"(0, 1, 1, 0, 0)",1.375,1.40625,0.375,0.40625,1.390625,0.390625,0.015351189717590856,0.003046620903978508,-0.09228515625,-0.10861968994140625,endpoint,0.40625,2
uniform_x,1/2,5,5,False,13,"(0, 1, 1, 0, 1)",1.40625,1.4375,0.40625,0.4375,1.421875,0.421875,0.02250092549412969,0.002611008895734547,-0.0869140625,-0.11173820495605469,endpoint,0.4375,2
uniform_x,1/2,5,5,False,14,"(0, 1, 1, 1, 0)",1.4375,1.46875,0.4375,0.46875,1.453125,0.453125,0.02380874697728223,0.0021395857269407943,-0.087890625,-0.11424827575683594,endpoint,0.46875,2
uniform_x,1/2,5,5,False,15,"(0, 1, 1, 1, 1)",1.46875,1.5,0.46875,0.5,1.484375,0.484375,0.012297853378704645,0.0015643446404524457,-0.10302734375,-0.11618328094482422,endpoint,0.5,2
uniform_x,1/2,5,5,False,16,"(1, 0, 0, 0, 0)",1.5,1.53125,0.5,0.53125,1.515625,0.515625,0.007794640198696268,0.0010678721719955403,-0.109375,-0.11757183074951172,endpoint,0.53125,2
uniform_x,1/2,5,5,False,17,"(1, 0, 0, 0, 1)",1.53125,1.5625,0.53125,0.5625,1.546875,0.546875,0.008428622070580729,0.000633981871884461,-0.109375,-0.11844158172607422,endpoint,0.5625,2
uniform_x,1/2,5,5,False,18,"(1, 0, 0, 1, 0)",1.5625,1.59375,0.5625,0.59375,1.578125,0.578125,0.016352388748918947,0.00028408978512567445,-0.100830078125,-0.11882495880126953,endpoint,0.59375,2
uniform_x,1/2,5,5,False,19,"(1, 0, 0, 1, 1)",1.59375,1.625,0.59375,0.625,1.609375,0.609375,0.024053055169944257,8.245666133512035e-05,-0.09228515625,-0.1187295913696289,D,0.6051432291666666,3
uniform_x,1/2,5,5,False,20,"(1, 0, 1, 0, 0)",1.625,1.65625,0.625,0.65625,1.640625,0.640625,0.023970598508609137,0.0004603743471396637,-0.09228515625,-0.11819267272949219,endpoint,0.625,2
uniform_x,1/2,5,5,False,21,"(1, 0, 1, 0, 1)",1.65625,1.6875,0.65625,0.6875,1.671875,0.671875,0.0179248705306129,0.0009143007670501482,-0.098388671875,-0.11723041534423828,endpoint,0.65625,2
uniform_x,1/2,5,5,False,22,"(1, 0, 1, 1, 0)",1.6875,1.71875,0.6875,0.71875,1.703125,0.703125,0.004535286151249723,0.0015112648050354326,-0.119873046875,-0.11586284637451172,endpoint,0.71875,2
uniform_x,1/2,5,5,False,23,"(1, 0, 1, 1, 1)",1.71875,1.75,0.71875,0.75,1.734375,0.734375,0.0012982203575609293,0.0018493642987177047,-0.114501953125,-0.11410903930664062,endpoint,0.75,2
uniform_x,1/2,5,5,False,24,"(1, 1, 0, 0, 0)",1.75,1.78125,0.75,0.78125,1.765625,0.765625,0.0035903032159297337,0.0021827954124027144,-0.109375,-0.1119842529296875,endpoint,0.75,2
uniform_x,1/2,5,5,False,25,"(1, 1, 0, 0, 1)",1.78125,1.8125,0.78125,0.8125,1.796875,0.796875,0.01594111110287709,0.002716219216045713,-0.12451171875,-0.10950660705566406,endpoint,0.8125,2
uniform_x,1/2,5,5,False,26,"(1, 1, 0, 1, 0)",1.8125,1.84375,0.8125,0.84375,1.828125,0.828125,0.005002371770566061,0.0028703783617045767,-0.10302734375,-0.106689453125,endpoint,0.8125,2
uniform_x,1/2,5,5,False,27,"(1, 1, 0, 1, 1)",1.84375,1.875,0.84375,0.875,1.859375,0.859375,0.0021319934088614837,0.003239513926507728,-0.10302734375,-0.10354804992675781,endpoint,0.84375,2
uniform_x,1/2,5,5,False,28,"(1, 1, 1, 0, 0)",1.875,1.90625,0.875,0.90625,1.890625,0.890625,0.005688916153662065,0.003615736268711832,-0.10400390625,-0.1000967025756836,endpoint,0.90625,2
uniform_x,1/2,5,5,False,29,"(1, 1, 1, 0, 1)",1.90625,1.9375,0.90625,0.9375,1.921875,0.921875,0.0028297634144613,0.003885833059091757,-0.095458984375,-0.09634590148925781,endpoint,0.90625,2
uniform_x,1/2,5,5,False,30,"(1, 1, 1, 1, 0)",1.9375,1.96875,0.9375,0.96875,1.953125,0.953125,0.013009430320442158,0.004328494872008981,-0.10302734375,-0.09230995178222656,endpoint,0.96875,2
uniform_x,1/2,5,5,False,31,"(1, 1, 1, 1, 1)",1.96875,2.0,0.96875,1.0,1.984375,0.984375,0.024013309129346322,0.0047568133585343415,-0.109130859375,-0.0879983901977539,endpoint,1.0,2
geometric_x,1/2,5,5,False,0,"(0, 0, 0, 0, 0)",1.0,1.0218971486541166,0.0,0.02189714865411668,1.0109485743270583,0.01094857432705834,0.018611103882793953,0.007602465988321598,-0.025634765625,-0.0053195953369140625,endpoint,0.0,2
geometric_x,1/2,5,5,False,1,"(0, 0, 0, 0, 1)",1.0218971486541166,1.0442737824274138,0.02189714865411668,0.04427378242741384,1.0330854655407653,0.03308546554076526,0.029241925645569267,0.007275283239291217,-0.05029296875,-0.01567840576171875,endpoint,0.02189714865411668,2
geometric_x,1/2,5,5,False,2,"(0, 0, 0, 1, 0)",1.0442737824274138,1.0671404006768237,0.04427378242741384,0.06714040067682361,1.0557070915521187,0.055707091552118726,0.029294328424386486,0.006998394568838897,-0.06005859375,-0.02556324005126953,endpoint,0.04427378242741384,2
geometric_x,1/2,5,5,False,3,"(0, 0, 0, 1, 1)",1.0671404006768237,1.0905077326652577,0.06714040067682361,0.09050773266525766,1.0788240666710407,0.07882406667104064,0.017316028152076456,0.006786537097686557,-0.053466796875,-0.03497314453125,endpoint,0.06714040067682361,2
geometric_x,1/2,5,5,False,4,"(0, 0, 1, 0, 0)",1.0905077326652577,1.1143867425958924,0.09050773266525766,0.11438674259589254,1.1024472376305752,0.1024472376305751,0.02561368475836914,0.006440884438194962,-0.0732421875,-0.043903350830078125,endpoint,0.09050773266525766,2
geometric_x,1/2,5,5,False,5,"(0, 0, 1, 0, 1)",1.1143867425958924,1.1387886347566916,0.11438674259589254,0.13878863475669165,1.126587688676292,0.12658768867629208,0.02938228179451284,0.006111680597017513,-0.08642578125,-0.052351951599121094,endpoint,0.11438674259589254,2
geometric_x,1/2,5,5,False,6,"(0, 0, 1, 1, 0)",1.1387886347566916,1.1637248587775775,0.13878863475669165,0.1637248587775775,1.1512567467671346,0.15125674676713458,0.007504864904581382,0.005944847850805597,-0.066162109375,-0.06031513214111328,endpoint,0.13878863475669165,2
geometric_x,1/2,5,5,False,7,"(0, 0, 1, 1, 1)",1.1637248587775775,1.189207115002721,0.1637248587775775,0.18920711500272105,1.1764659868901493,0.17646598689014928,0.006019070995826864,0.005678476950346304,-0.063720703125,-0.06778907775878906,endpoint,0.18920711500272105,2
geometric_x,1/2,5,5,False,8,"(0, 1, 0, 0, 0)",1.189207115002721,1.215247359980469,0.18920711500272105,0.21524735998046887,1.202227237491595,0.20222723749159496,0.011877726506171664,0.005261107440579445,-0.08642578125,-0.07477092742919922,endpoint,0.18920711500272105,2
geometric_x,1/2,5,5,False,9,"(0, 1, 0, 0, 1)",1.215247359980469,1.241857812073484,0.21524735998046887,0.24185781207348406,1.2285525860269764,0.22855258602697645,0.006616619065592219,0.004956688304474717,-0.08642578125,-0.08125686645507812,endpoint,0.21524735998046887,2
geometric_x,1/2,5,5,False,10,"(0, 1, 0, 1, 0)",1.241857812073484,1.2690509571917332,0.24185781207348406,0.2690509571917332,1.2554543846326087,0.2554543846326086,0.002981036302329964,0.004640967063447465,-0.08642578125,-0.08724308013916016,endpoint,0.2690509571917332,2
geometric_x,1/2,5,5,False,11,"(0, 1, 0, 1, 1)",1.2690509571917332,1.2968395546510096,0.2690509571917332,0.29683955465100964,1.2829452559213714,0.28294525592137143,0.017155064577839663,0.0041537605742077615,-0.111083984375,-0.09272480010986328,endpoint,0.2690509571917332,2
geometric_x,1/2,5,5,False,12,"(0, 1, 1, 0, 0)",1.2968395546510096,1.3252366431597413,0.29683955465100964,0.32523664315974127,1.3110380989053754,0.3110380989053755,0.019891753818776343,0.004042493337700273,-0.075927734375,-0.09769916534423828,endpoint,0.32523664315974127,2
geometric_x,1/2,5,5,False,13,"(0, 1, 1, 0, 1)",1.3252366431597413,1.3542555469368927,0.32523664315974127,0.3542555469368927,1.339746095048317,0.339746095048317,0.029017287142838546,0.003736688123326427,-0.0693359375,-0.10216045379638672,endpoint,0.3542555469368927,2
geometric_x,1/2,5,5,False,14,"(0, 1, 1, 1, 0)",1.3542555469368927,1.383909881963832,0.3542555469368927,0.38390988196383197,1.3690827144503623,0.36908271445036234,0.026098037581084355,0.003320978127119227,-0.076904296875,-0.10610485076904297,endpoint,0.38390988196383197,2
geometric_x,1/2,5,5,False,15,"(0, 1, 1, 1, 1)",1.383909881963832,1.4142135623730951,0.38390988196383197,0.41421356237309503,1.3990617221684636,0.39906172216846353,0.017913509525792824,0.002844441452900867,-0.090087890625,-0.109527587890625,endpoint,0.41421356237309503,2
geometric_x,1/2,5,5,False,16,"(1, 0, 0, 0, 0)",1.4142135623730951,1.4451808069770467,0.41421356237309503,0.4451808069770466,1.4296971846750708,0.42969718467507084,0.012615740644458997,0.0023759487102927444,-0.09912109375,-0.11242294311523438,endpoint,0.4451808069770466,2
geometric_x,1/2,5,5,False,17,"(1, 0, 0, 0, 1)",1.4451808069770467,1.4768261459394993,0.4451808069770466,0.4768261459394993,1.4610034764582729,0.46100347645827294,0.016691799640280662,0.0019788955521502865,-0.0966796875,-0.11478805541992188,endpoint,0.4768261459394993,2
geometric_x,1/2,5,5,False,18,"(1, 0, 0, 1, 0)",1.4768261459394993,1.5091644275934228,0.4768261459394993,0.5091644275934227,1.492995286766461,0.49299528676646104,0.01567140119428461,0.0015205051229388949,-0.099609375,-0.11661529541015625,endpoint,0.5091644275934227,2
geometric_x,1/2,5,5,False,19,"(1, 0, 0, 1, 1)",1.5091644275934228,1.5422108254079407,0.5091644275934227,0.5422108254079409,1.5256876265006818,0.5256876265006818,0.0167391749794156,0.0010677737851309888,-0.099609375,-0.11789989471435547,endpoint,0.5422108254079409,2
geometric_x,1/2,5,5,False,20,"(1, 0, 1, 0, 0)",1.5422108254079407,1.5759808451078865,0.5422108254079409,0.5759808451078865,1.5590958352579136,0.5590958352579136,0.029082926523833798,0.0007169555439918296,-0.08642578125,-0.1186370849609375,endpoint,0.5759808451078865,2
geometric_x,1/2,5,5,False,21,"(1, 0, 1, 0, 1)",1.5759808451078865,1.6104903319492543,0.5759808451078865,0.6104903319492543,1.5932355885285705,0.5932355885285704,0.007090452189515062,6.793553559630687e-05,-0.111083984375,-0.1188364028930664,D,0.5926106770833334,3
geometric_x,1/2,5,5,False,22,"(1, 0, 1, 1, 0)",1.6104903319492543,1.645755478153965,0.6104903319492543,0.6457554781539648,1.6281229050516095,0.6281229050516096,0.0025301642405383823,0.0006288333936922208,-0.120849609375,-0.11844444274902344,endpoint,0.6457554781539648,2
geometric_x,1/2,5,5,False,23,"(1, 0, 1, 1, 1)",1.645755478153965,1.681792830507429,0.6457554781539648,0.6817928305074291,1.663774154330697,0.663774154330697,0.0035676548133513177,0.0011048391573373717,-0.1142578125,-0.11750221252441406,endpoint,0.6457554781539648,2
geometric_x,1/2,5,5,False,24,"(1, 1, 0, 0, 0)",1.681792830507429,1.718619298122478,0.6817928305074291,0.7186192981224779,1.7002060643149535,0.7002060643149535,0.025757443599946712,0.001395267572315805,-0.089111328125,-0.11598777770996094,endpoint,0.6817928305074291,2
geometric_x,1/2,5,5,False,25,"(1, 1, 0, 0, 1)",1.718619298122478,1.7562521603732995,0.7186192981224779,0.7562521603732995,1.7374357292478888,0.7374357292478887,0.012051381209037901,0.002129703406161884,-0.102294921875,-0.11389350891113281,endpoint,0.7186192981224779,2
geometric_x,1/2,5,5,False,26,"(1, 1, 0, 1, 0)",1.7562521603732995,1.7947090750031072,0.7562521603732995,0.7947090750031072,1.7754806176882034,0.7754806176882033,0.029032954118071247,0.0025037736474688714,-0.08203125,-0.11121463775634766,endpoint,0.7562521603732995,2
geometric_x,1/2,5,5,False,27,"(1, 1, 0, 1, 1)",1.7947090750031072,1.8340080864093424,0.7947090750031072,0.8340080864093424,1.8143585807062248,0.8143585807062248,0.028843626938424464,0.003108851792202052,-0.07958984375,-0.10794258117675781,endpoint,0.7947090750031072,2
geometric_x,1/2,5,5,False,28,"(1, 1, 1, 0, 0)",1.8340080864093424,1.8741676341103,0.8340080864093424,0.8741676341102999,1.8540878602598212,0.8540878602598212,0.015625326514750737,0.003911080973459099,-0.090087890625,-0.10407161712646484,endpoint,0.8340080864093424,2
geometric_x,1/2,5,5,False,29,"(1, 1, 1, 0, 1)",1.8741676341103,1.9152065613971474,0.8741676341102999,0.9152065613971473,1.8946870977537236,0.8946870977537236,0.011714245541291638,0.004615975248463958,-0.090087890625,-0.09959220886230469,endpoint,0.8741676341102999,2
geometric_x,1/2,5,5,False,30,"(1, 1, 1, 1, 0)",1.9152065613971474,1.9571441241754002,0.9152065613971473,0.9571441241754003,1.9361753427862738,0.9361753427862738,0.007098270292827679,0.005356812584851372,-0.090087890625,-0.0944976806640625,endpoint,0.9152065613971473,2
