partition_kind,alpha,q,depth,layer_dependent,cell_index,bits,x_lo,x_hi,plog_lo,plog_hi,x_mid,plog_mid,cell_worst_err,cell_log2_ratio,path_intercept,free_cell_intercept,worst_candidate_type,worst_candidate_x,worst_candidate_plog,n_candidates
uniform_x,1/2,5,3,False,0,"(0, 0, 0)",1.0,1.125,0.0,0.125,1.0625,0.0625,0.019390541347960057,0.038536934968224745,-0.0263671875,-0.026531219482421875,endpoint,1.125,0.125,2
uniform_x,1/2,5,3,False,1,"(0, 0, 1)",1.125,1.25,0.125,0.25,1.1875,0.1875,0.01933364729842147,0.027104898046200192,-0.06201171875,-0.06938552856445312,endpoint,1.25,0.25,2
uniform_x,1/2,5,3,False,2,"(0, 1, 0)",1.25,1.375,0.25,0.375,1.3125,0.3125,0.019249454289008417,0.017507483250272855,-0.083984375,-0.09673595428466797,endpoint,1.375,0.375,2
uniform_x,1/2,5,3,False,3,"(0, 1, 1)",1.375,1.5,0.375,0.5,1.4375,0.4375,0.016995103480527827,0.009202164626521014,-0.09765625,-0.11205291748046875,endpoint,1.5,0.5,2
uniform_x,1/2,5,3,False,4,"(1, 0, 0)",1.5,1.625,0.5,0.625,1.5625,0.5625,0.01922014925816906,0.002225045777641236,-0.09765625,-0.1179656982421875,D,1.6015625,0.6015625,3
uniform_x,1/2,5,3,False,5,"(1, 0, 1)",1.625,1.75,0.625,0.75,1.6875,0.6875,0.015333669405789514,0.004557114283435282,-0.101806640625,-0.11580371856689453,endpoint,1.625,0.625,2
uniform_x,1/2,5,3,False,6,"(1, 1, 0)",1.75,1.875,0.75,0.875,1.8125,0.8125,0.01346836002812887,0.011237111317343406,-0.115478515625,-0.10741710662841797,endpoint,1.875,0.875,2
uniform_x,1/2,5,3,False,7,"(1, 1, 1)",1.875,2.0,0.875,1.0,1.9375,0.9375,0.019209798904183534,0.01665354684298408,-0.1044921875,-0.09369373321533203,endpoint,2.0,1.0,2
geometric_x,1/2,5,3,False,0,"(0, 0, 0)",1.0,1.0905077326652577,0.0,0.09050773266525766,1.0452538663326287,0.04525386633262883,0.014811752836464818,0.029147673817802387,-0.019775390625,-0.020097732543945312,endpoint,1.0905077326652577,0.09050773266525766,2
geometric_x,1/2,5,3,False,1,"(0, 0, 1)",1.0905077326652577,1.189207115002721,0.09050773266525766,0.18920711500272105,1.1398574238339894,0.13985742383398936,0.013125387484168246,0.02448954440639483,-0.056884765625,-0.055741310119628906,endpoint,1.0905077326652577,0.09050773266525766,2
geometric_x,1/2,5,3,False,2,"(0, 1, 0)",1.189207115002721,1.2968395546510096,0.18920711500272105,0.29683955465100964,1.2430233348268653,0.24302333482686536,0.014658602392449021,0.019389482156864098,-0.077392578125,-0.08357715606689453,endpoint,1.2968395546510096,0.29683955465100964,2
geometric_x,1/2,5,3,False,3,"(0, 1, 1)",1.2968395546510096,1.4142135623730951,0.29683955465100964,0.41421356237309503,1.3555265585120524,0.35552655851205234,0.014600152862591169,0.013504802338829244,-0.093994140625,-0.10336685180664062,endpoint,1.4142135623730951,0.41421356237309503,2
geometric_x,1/2,5,3,False,4,"(1, 0, 0)",1.4142135623730951,1.5422108254079407,0.41421356237309503,0.5422108254079409,1.478212193890518,0.47821219389051794,0.014575743905358268,0.006833516526916712,-0.10205078125,-0.11482715606689453,endpoint,1.5422108254079407,0.5422108254079409,2
geometric_x,1/2,5,3,False,5,"(1, 0, 1)",1.5422108254079407,1.681792830507429,0.5422108254079409,0.6817928305074291,1.6120018279576849,0.612001827957685,0.014596830567145095,0.0014577487791944143,-0.102783203125,-0.11788082122802734,D,1.59814453125,0.59814453125,3
geometric_x,1/2,5,3,False,6,"(1, 1, 0)",1.681792830507429,1.8340080864093424,0.6817928305074291,0.8340080864093424,1.7579004584583857,0.7579004584583858,0.006245088319338068,0.010303002061743439,-0.112548828125,-0.1114053726196289,endpoint,1.8340080864093424,0.8340080864093424,2
geometric_x,1/2,5,3,False,7,"(1, 1, 1)",1.8340080864093424,2.0,0.8340080864093424,1.0,1.9170040432046713,0.9170040432046712,0.01467381075947635,0.020593469691610584,-0.10009765625,-0.09572124481201172,endpoint,2.0,1.0,2
uniform_x,1/2,5,4,False,0,"(0, 0, 0, 0)",1.0,1.0625,0.0,0.0625,1.03125,0.03125,0.022004631387038523,0.020659344042528362,-0.0302734375,-0.01439666748046875,endpoint,1.0,0.0,2
uniform_x,1/2,5,4,False,1,"(0, 0, 0, 1)",1.0625,1.125,0.0625,0.125,1.09375,0.09375,0.019998721772620704,0.01747636729617352,-0.05517578125,-0.040305137634277344,endpoint,1.0625,0.0625,2
uniform_x,1/2,5,4,False,2,"(0, 0, 1, 0)",1.125,1.1875,0.125,0.1875,1.15625,0.15625,0.021735968418280384,0.014522279915072142,-0.080078125,-0.061507225036621094,endpoint,1.125,0.125,2
uniform_x,1/2,5,4,False,3,"(0, 0, 1, 1)",1.1875,1.25,0.1875,0.25,1.21875,0.21875,0.0070208277261161415,0.012102144757793112,-0.079833984375,-0.07861614227294922,endpoint,1.1875,0.1875,2
uniform_x,1/2,5,4,False,4,"(0, 1, 0, 0)",1.25,1.3125,0.25,0.3125,1.28125,0.28125,0.00515758797894904,0.009677214801113323,-0.092529296875,-0.09213829040527344,endpoint,1.25,0.25,2
uniform_x,1/2,5,4,False,5,"(0, 1, 0, 1)",1.3125,1.375,0.3125,0.375,1.34375,0.34375,0.010255576790609625,0.0075472434152682785,-0.0947265625,-0.10249614715576172,endpoint,1.375,0.375,2
uniform_x,1/2,5,4,False,6,"(0, 1, 1, 0)",1.375,1.4375,0.375,0.4375,1.40625,0.40625,0.01792027640143448,0.005615707587822129,-0.09228515625,-0.11004638671875,endpoint,1.4375,0.4375,2
uniform_x,1/2,5,4,False,7,"(0, 1, 1, 1)",1.4375,1.5,0.4375,0.5,1.46875,0.46875,0.021677109492672226,0.003756833091237748,-0.09228515625,-0.11509037017822266,endpoint,1.5,0.5,2
uniform_x,1/2,5,4,False,8,"(1, 0, 0, 0)",1.5,1.5625,0.5,0.5625,1.53125,0.53125,0.012362651282416376,0.0017766878000809372,-0.10498046875,-0.11788749694824219,endpoint,1.5625,0.5625,2
uniform_x,1/2,5,4,False,9,"(1, 0, 0, 1)",1.5625,1.625,0.5625,0.625,1.59375,0.59375,0.0218576176667072,0.0003570694920758079,-0.0947265625,-0.11873340606689453,D,1.603515625,0.603515625,3
uniform_x,1/2,5,4,False,10,"(1, 0, 1, 0)",1.625,1.6875,0.625,0.6875,1.65625,0.65625,0.021760925782430423,0.0013629512203641174,-0.0947265625,-0.1176004409790039,endpoint,1.625,0.625,2
uniform_x,1/2,5,4,False,11,"(1, 0, 1, 1)",1.6875,1.75,0.6875,0.75,1.71875,0.71875,0.00620336486402277,0.003408579244180818,-0.11962890625,-0.11487865447998047,endpoint,1.75,0.75,2
uniform_x,1/2,5,4,False,12,"(1, 1, 0, 0)",1.75,1.8125,0.75,0.8125,1.78125,0.78125,0.008767078215141288,0.0049015765120237614,-0.1171875,-0.1106405258178711,endpoint,1.8125,0.8125,2
uniform_x,1/2,5,4,False,13,"(1, 1, 0, 1)",1.8125,1.875,0.8125,0.875,1.84375,0.84375,0.014929563773116838,0.006401006686218121,-0.116943359375,-0.10501670837402344,endpoint,1.875,0.875,2
uniform_x,1/2,5,4,False,14,"(1, 1, 1, 0)",1.875,1.9375,0.875,0.9375,1.90625,0.90625,0.010408270861523848,0.007610422041677407,-0.104736328125,-0.09812164306640625,endpoint,1.9375,0.9375,2
uniform_x,1/2,5,4,False,15,"(1, 1, 1, 1)",1.9375,2.0,0.9375,1.0,1.96875,0.96875,0.021735968418280384,0.009103794509895638,-0.10693359375,-0.0900564193725586,endpoint,2.0,1.0,2
geometric_x,1/2,5,4,False,0,"(0, 0, 0, 0)",1.0,1.0442737824274138,0.0,0.04427378242741384,1.022136891213707,0.02213689121370692,0.015759574769876807,0.015015214081468282,-0.021728515625,-0.01044464111328125,endpoint,1.0,0.0,2
geometric_x,1/2,5,4,False,1,"(0, 0, 0, 1)",1.0442737824274138,1.0905077326652577,0.04427378242741384,0.09050773266525766,1.0673907575463357,0.06739075754633575,0.01849898676300359,0.013885491965881354,-0.045654296875,-0.030208587646484375,endpoint,1.0442737824274138,0.04427378242741384,2
geometric_x,1/2,5,4,False,2,"(0, 0, 1, 0)",1.0905077326652577,1.1387886347566916,0.09050773266525766,0.13878863475669165,1.1146481837109747,0.11464818371097465,0.022808390587765782,0.012656295112307153,-0.069580078125,-0.048061370849609375,endpoint,1.0905077326652577,0.09050773266525766,2
geometric_x,1/2,5,4,False,3,"(0, 0, 1, 1)",1.1387886347566916,1.189207115002721,0.13878863475669165,0.18920711500272105,1.1639978748797064,0.16399787487970635,0.010152095475458629,0.011573849511795463,-0.069580078125,-0.0639791488647461,endpoint,1.1387886347566916,0.13878863475669165,2
geometric_x,1/2,5,4,False,4,"(0, 1, 0, 0)",1.189207115002721,1.241857812073484,0.18920711500272105,0.24185781207348406,1.2155324635381026,0.21553246353810257,0.008010170271189271,0.01027451439236901,-0.08154296875,-0.07793426513671875,endpoint,1.189207115002721,0.18920711500272105,2
geometric_x,1/2,5,4,False,5,"(0, 1, 0, 1)",1.241857812073484,1.2968395546510096,0.24185781207348406,0.29683955465100964,1.269348683362247,0.2693486833622469,0.007369157088197241,0.008865252196604983,-0.093505859375,-0.08989620208740234,endpoint,1.241857812073484,0.24185781207348406,2
geometric_x,1/2,5,4,False,6,"(0, 1, 1, 0)",1.2968395546510096,1.3542555469368927,0.29683955465100964,0.3542555469368927,1.3255475507939511,0.3255475507939512,0.018939019563710777,0.007659294573786602,-0.08154296875,-0.09983348846435547,endpoint,1.3542555469368927,0.3542555469368927,2
geometric_x,1/2,5,4,False,7,"(0, 1, 1, 1)",1.3542555469368927,1.4142135623730951,0.3542555469368927,0.41421356237309503,1.384234554654994,0.3842345546549939,0.02307544318975844,0.00616055324602034,-0.083984375,-0.10770988464355469,endpoint,1.4142135623730951,0.41421356237309503,2
geometric_x,1/2,5,4,False,8,"(1, 0, 0, 0)",1.4142135623730951,1.4768261459394993,0.41421356237309503,0.4768261459394993,1.4455198541562972,0.4455198541562972,0.01943940452728261,0.004424665692783922,-0.093505859375,-0.11349010467529297,endpoint,1.4768261459394993,0.4768261459394993,2
geometric_x,1/2,5,4,False,9,"(1, 0, 0, 1)",1.4768261459394993,1.5422108254079407,0.4768261459394993,0.5422108254079409,1.50951848567372,0.50951848567372,0.02213360158657626,0.002694197059293648,-0.093505859375,-0.11713123321533203,endpoint,1.5422108254079407,0.5422108254079409,2
geometric_x,1/2,5,4,False,10,"(1, 0, 1, 0)",1.5422108254079407,1.6104903319492543,0.5422108254079409,0.6104903319492543,1.5763505786785976,0.5763505786785975,0.02295561482930237,0.0008220132427261084,-0.093505859375,-0.1186532974243164,D,1.6043294270833333,0.6043294270833334,3
geometric_x,1/2,5,4,False,11,"(1, 0, 1, 1)",1.6104903319492543,1.681792830507429,0.6104903319492543,0.6817928305074291,1.6461415812283418,0.6461415812283416,0.001228298519931821,0.0017324949670082866,-0.117431640625,-0.11782264709472656,endpoint,1.6104903319492543,0.6104903319492543,2
geometric_x,1/2,5,4,False,12,"(1, 1, 0, 0)",1.681792830507429,1.7562521603732995,0.6817928305074291,0.7562521603732995,1.7190224954403643,0.7190224954403643,0.010647453547592497,0.0037421734013589583,-0.10546875,-0.114776611328125,endpoint,1.681792830507429,0.6817928305074291,2
geometric_x,1/2,5,4,False,13,"(1, 1, 0, 1)",1.7562521603732995,1.8340080864093424,0.7562521603732995,0.8340080864093424,1.795130123391321,0.7951301233913209,0.006905280146233538,0.0062205840938032424,-0.10546875,-0.10940074920654297,endpoint,1.7562521603732995,0.7562521603732995,2
geometric_x,1/2,5,4,False,14,"(1, 1, 1, 0)",1.8340080864093424,1.9152065613971474,0.8340080864093424,0.9152065613971473,1.8746073239032448,0.8746073239032449,0.009951887040565478,0.008685978017428748,-0.095947265625,-0.1016378402709961,endpoint,1.8340080864093424,0.8340080864093424,2
geometric_x,1/2,5,4,False,15,"(1, 1, 1, 1)",1.9152065613971474,2.0,0.9152065613971473,1.0,1.9576032806985737,0.9576032806985737,0.02274767606204733,0.012032130393885076,-0.10791015625,-0.09142780303955078,endpoint,2.0,1.0,2
uniform_x,1/2,5,5,False,0,"(0, 0, 0, 0, 0)",1.0,1.03125,0.0,0.03125,1.015625,0.015625,0.023614882111407654,0.010694260158328755,-0.032470703125,-0.007498741149902344,endpoint,1.0,0.0,2
uniform_x,1/2,5,5,False,1,"(0, 0, 0, 0, 1)",1.03125,1.0625,0.03125,0.0625,1.046875,0.046875,0.017438931442939155,0.009902591887722552,-0.03857421875,-0.021726608276367188,endpoint,1.03125,0.03125,2
uniform_x,1/2,5,5,False,2,"(0, 0, 0, 1, 0)",1.0625,1.09375,0.0625,0.09375,1.078125,0.078125,0.02368471008553961,0.009051238309203341,-0.06005859375,-0.03464698791503906,endpoint,1.0625,0.0625,2
uniform_x,1/2,5,5,False,3,"(0, 0, 0, 1, 1)",1.09375,1.125,0.09375,0.125,1.109375,0.109375,0.010545987921735864,0.008397824872853666,-0.0546875,-0.04635143280029297,endpoint,1.09375,0.09375,2
uniform_x,1/2,5,5,False,4,"(0, 0, 1, 0, 0)",1.125,1.15625,0.125,0.15625,1.140625,0.140625,0.019462216898159437,0.007595886101004052,-0.0771484375,-0.05692481994628906,endpoint,1.125,0.125,2
uniform_x,1/2,5,5,False,5,"(0, 0, 1, 0, 1)",1.15625,1.1875,0.15625,0.1875,1.171875,0.171875,0.023753054856411573,0.006863307004162894,-0.09228515625,-0.06644344329833984,endpoint,1.15625,0.15625,2
uniform_x,1/2,5,5,False,6,"(0, 0, 1, 1, 0)",1.1875,1.21875,0.1875,0.21875,1.203125,0.203125,0.006500213159974015,0.006403256395164555,-0.07080078125,-0.07497501373291016,endpoint,1.21875,0.21875,2
uniform_x,1/2,5,5,False,7,"(0, 0, 1, 1, 1)",1.21875,1.25,0.21875,0.25,1.234375,0.234375,0.012322696477194466,0.00582248331722045,-0.07080078125,-0.08258247375488281,endpoint,1.25,0.25,2
uniform_x,1/2,5,5,False,8,"(0, 1, 0, 0, 0)",1.25,1.28125,0.25,0.28125,1.265625,0.265625,0.005750516971837378,0.005104401936653439,-0.09326171875,-0.089324951171875,endpoint,1.25,0.25,2
uniform_x,1/2,5,5,False,9,"(0, 1, 0, 0, 1)",1.28125,1.3125,0.28125,0.3125,1.296875,0.296875,0.010941426451490028,0.004624233969945564,-0.084716796875,-0.09525299072265625,endpoint,1.3125,0.3125,2
uniform_x,1/2,5,5,False,10,"(0, 1, 0, 1, 0)",1.3125,1.34375,0.3125,0.34375,1.328125,0.328125,0.008766221857826604,0.004045480510921917,-0.09228515625,-0.10041618347167969,endpoint,1.34375,0.34375,2
uniform_x,1/2,5,5,False,11,"(0, 1, 0, 1, 1)",1.34375,1.375,0.34375,0.375,1.359375,0.359375,0.007176621988433402,0.0034921068320035663,-0.098388671875,-0.1048583984375,endpoint,1.375,0.375,2
uniform_x,1/2,5,5,False,12,"(0, 1, 1, 0, 0)",1.375,1.40625,0.375,0.40625,1.390625,0.390625,0.015351189717590856,0.003046620903978508,-0.09228515625,-0.10861968994140625,endpoint,1.40625,0.40625,2
uniform_x,1/2,5,5,False,13,"(0, 1, 1, 0, 1)",1.40625,1.4375,0.40625,0.4375,1.421875,0.421875,0.02250092549412969,0.002611008895734547,-0.0869140625,-0.11173820495605469,endpoint,1.4375,0.4375,2
uniform_x,1/2,5,5,False,14,"(0, 1, 1, 1, 0)",1.4375,1.46875,0.4375,0.46875,1.453125,0.453125,0.02380874697728223,0.0021395857269407943,-0.087890625,-0.11424827575683594,endpoint,1.46875,0.46875,2
uniform_x,1/2,5,5,False,15,"(0, 1, 1, 1, 1)",1.46875,1.5,0.46875,0.5,1.484375,0.484375,0.012297853378704645,0.0015643446404524457,-0.10302734375,-0.11618328094482422,endpoint,1.5,0.5,2
uniform_x,1/2,5,5,False,16,"(1, 0, 0, 0, 0)",1.5,1.53125,0.5,0.53125,1.515625,0.515625,0.007794640198696268,0.0010678721719955403,-0.109375,-0.11757183074951172,endpoint,1.53125,0.53125,2
uniform_x,1/2,5,5,False,17,"(1, 0, 0, 0, 1)",1.53125,1.5625,0.53125,0.5625,1.546875,0.546875,0.008428622070580729,0.000633981871884461,-0.109375,-0.11844158172607422,endpoint,1.5625,0.5625,2
uniform_x,1/2,5,5,False,18,"(1, 0, 0, 1, 0)",1.5625,1.59375,0.5625,0.59375,1.578125,0.578125,0.016352388748918947,0.00028408978512567445,-0.100830078125,-0.11882495880126953,endpoint,1.59375,0.59375,2
uniform_x,1/2,5,5,False,19,"(1, 0, 0, 1, 1)",1.59375,1.625,0.59375,0.625,1.609375,0.609375,0.024053055169944257,8.245666133512035e-05,-0.09228515625,-0.1187295913696289,D,1.6051432291666667,0.6051432291666666,3
uniform_x,1/2,5,5,False,20,"(1, 0, 1, 0, 0)",1.625,1.65625,0.625,0.65625,1.640625,0.640625,0.023970598508609137,0.0004603743471396637,-0.09228515625,-0.11819267272949219,endpoint,1.625,0.625,2
uniform_x,1/2,5,5,False,21,"(1, 0, 1, 0, 1)",1.65625,1.6875,0.65625,0.6875,1.671875,0.671875,0.0179248705306129,0.0009143007670501482,-0.098388671875,-0.11723041534423828,endpoint,1.65625,0.65625,2
uniform_x,1/2,5,5,False,22,"(1, 0, 1, 1, 0)",1.6875,1.71875,0.6875,0.71875,1.703125,0.703125,0.004535286151249723,0.0015112648050354326,-0.119873046875,-0.11586284637451172,endpoint,1.71875,0.71875,2
uniform_x,1/2,5,5,False,23,"(1, 0, 1, 1, 1)",1.71875,1.75,0.71875,0.75,1.734375,0.734375,0.0012982203575609293,0.0018493642987177047,-0.114501953125,-0.11410903930664062,endpoint,1.75,0.75,2
uniform_x,1/2,5,5,False,24,"(1, 1, 0, 0, 0)",1.75,1.78125,0.75,0.78125,1.765625,0.765625,0.0035903032159297337,0.0021827954124027144,-0.109375,-0.1119842529296875,endpoint,1.75,0.75,2
uniform_x,1/2,5,5,False,25,"(1, 1, 0, 0, 1)",1.78125,1.8125,0.78125,0.8125,1.796875,0.796875,0.01594111110287709,0.002716219216045713,-0.12451171875,-0.10950660705566406,endpoint,1.8125,0.8125,2
uniform_x,1/2,5,5,False,26,"(1, 1, 0, 1, 0)",1.8125,1.84375,0.8125,0.84375,1.828125,0.828125,0.005002371770566061,0.0028703783617045767,-0.10302734375,-0.106689453125,endpoint,1.8125,0.8125,2
uniform_x,1/2,5,5,False,27,"(1, 1, 0, 1, 1)",1.84375,1.875,0.84375,0.875,1.859375,0.859375,0.0021319934088614837,0.003239513926507728,-0.10302734375,-0.10354804992675781,endpoint,1.84375,0.84375,2
uniform_x,1/2,5,5,False,28,"(1, 1, 1, 0, 0)",1.875,1.90625,0.875,0.90625,1.890625,0.890625,0.005688916153662065,0.003615736268711832,-0.10400390625,-0.1000967025756836,endpoint,1.90625,0.90625,2
uniform_x,1/2,5,5,False,29,"(1, 1, 1, 0, 1)",1.90625,1.9375,0.90625,0.9375,1.921875,0.921875,0.0028297634144613,0.003885833059091757,-0.095458984375,-0.09634590148925781,endpoint,1.90625,0.90625,2
uniform_x,1/2,5,5,False,30,"(1, 1, 1, 1, 0)",1.9375,1.96875,0.9375,0.96875,1.953125,0.953125,0.013009430320442158,0.004328494872008981,-0.10302734375,-0.09230995178222656,endpoint,1.96875,0.96875,2
uniform_x,1/2,5,5,False,31,"(1, 1, 1, 1, 1)",1.96875,2.0,0.96875,1.0,1.984375,0.984375,0.024013309129346322,0.0047568133585343415,-0.109130859375,-0.0879983901977539,endpoint,2.0,1.0,2
geometric_x,1/2,5,5,False,0,"(0, 0, 0, 0, 0)",1.0,1.0218971486541166,0.0,0.02189714865411668,1.0109485743270583,0.01094857432705834,0.018611103882793953,0.007602465988321598,-0.025634765625,-0.0053195953369140625,endpoint,1.0,0.0,2
geometric_x,1/2,5,5,False,1,"(0, 0, 0, 0, 1)",1.0218971486541166,1.0442737824274138,0.02189714865411668,0.04427378242741384,1.0330854655407653,0.03308546554076526,0.029241925645569267,0.007275283239291217,-0.05029296875,-0.01567840576171875,endpoint,1.0218971486541166,0.02189714865411668,2
geometric_x,1/2,5,5,False,2,"(0, 0, 0, 1, 0)",1.0442737824274138,1.0671404006768237,0.04427378242741384,0.06714040067682361,1.0557070915521187,0.055707091552118726,0.029294328424386486,0.006998394568838897,-0.06005859375,-0.02556324005126953,endpoint,1.0442737824274138,0.04427378242741384,2
geometric_x,1/2,5,5,False,3,"(0, 0, 0, 1, 1)",1.0671404006768237,1.0905077326652577,0.06714040067682361,0.09050773266525766,1.0788240666710407,0.07882406667104064,0.017316028152076456,0.006786537097686557,-0.053466796875,-0.03497314453125,endpoint,1.0671404006768237,0.06714040067682361,2
geometric_x,1/2,5,5,False,4,"(0, 0, 1, 0, 0)",1.0905077326652577,1.1143867425958924,0.09050773266525766,0.11438674259589254,1.1024472376305752,0.1024472376305751,0.02561368475836914,0.006440884438194962,-0.0732421875,-0.043903350830078125,endpoint,1.0905077326652577,0.09050773266525766,2
geometric_x,1/2,5,5,False,5,"(0, 0, 1, 0, 1)",1.1143867425958924,1.1387886347566916,0.11438674259589254,0.13878863475669165,1.126587688676292,0.12658768867629208,0.02938228179451284,0.006111680597017513,-0.08642578125,-0.052351951599121094,endpoint,1.1143867425958924,0.11438674259589254,2
