source_run,partition_kind,exponent,q,depth,layer_dependent,single_err,opt_err,free_err,improve,gap,worst_cell_index,worst_cell_bits,worst_cell_x_lo,worst_cell_x_hi,time
exponent_robustness_2026-03-20,harmonic_x,1/3,5,6,False,0.03572164364988057,0.027754320853301137,0.0009380399089325334,0.007967322796579433,0.026816280944368602,40,"(1, 0, 1, 0, 0, 0)",1.4545454545454546,1.471264367816092,30.82601499557495
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,6,False,0.03572164364988057,0.02037298695853266,0.0035692679827310407,0.015348656691347912,0.01680371897580162,2,"(0, 0, 0, 0, 1, 0)",1.0606060606060606,1.0895522388059702,33.23699712753296
exponent_robustness_2026-03-20,uniform_x,1/3,5,6,True,0.03572164364988057,0.00744054441293676,0.0018448330463037167,0.02828109923694381,0.005595711366633043,7,"(0, 0, 0, 1, 1, 1)",1.109375,1.125,30.460411071777344
exponent_robustness_2026-03-20,geometric_x,1/3,5,6,True,0.03572164364988057,0.005819006611941098,0.0012927710957101074,0.029902637037939474,0.004526235516230991,27,"(0, 1, 1, 0, 1, 1)",1.339667524053303,1.3542555469368927,29.995975255966187
exponent_robustness_2026-03-20,harmonic_x,1/3,5,6,True,0.03572164364988057,0.006177063254083787,0.0009380399089325334,0.029544580395796785,0.005239023345151254,0,"(0, 0, 0, 0, 0, 0)",1.0,1.0078740157480315,30.558198928833008
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,6,True,0.03572164364988057,0.011879109315070366,0.0035692679827310407,0.023842534334810206,0.008309841332339325,48,"(1, 1, 0, 0, 0, 0)",1.8571428571428572,1.8672566371681416,32.482885122299194
exponent_robustness_2026-03-20,uniform_x,1/3,5,7,False,0.03572164364988057,0.03097378661914342,0.0009310704838060013,0.00474785703073715,0.03004271613533742,2,"(0, 0, 0, 0, 0, 1, 0)",1.015625,1.0234375,65.66750192642212
exponent_robustness_2026-03-20,geometric_x,1/3,5,7,False,0.03572164364988057,0.031211466290776025,0.0006488644533544577,0.004510177359104545,0.030562601837421568,106,"(1, 1, 0, 1, 0, 1, 0)",1.7753764925265212,1.785016611318935,67.40683388710022
exponent_robustness_2026-03-20,harmonic_x,1/3,5,7,False,0.03572164364988057,0.02999592656208778,0.00047417842570142237,0.005725717087792789,0.02952174813638636,80,"(1, 0, 1, 0, 0, 0, 0)",1.4545454545454546,1.4628571428571429,63.0300989151001
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,7,False,0.03572164364988057,0.027056605712011038,0.0018307501674178208,0.008665037937869532,0.025225855544593216,2,"(0, 0, 0, 0, 0, 1, 0)",1.0307692307692307,1.0458015267175573,64.69651508331299
exponent_robustness_2026-03-20,uniform_x,1/3,5,7,True,0.03572164364988057,0.007434054224547491,0.0009310704838060013,0.02828758942533308,0.006502983740741489,95,"(1, 0, 1, 1, 1, 1, 1)",1.7421875,1.75,65.44706583023071
exponent_robustness_2026-03-20,geometric_x,1/3,5,7,True,0.03572164364988057,0.005856269496382377,0.0006488644533544577,0.029865374153498193,0.005207405043027919,31,"(0, 0, 1, 1, 1, 1, 1)",1.182784710984341,1.189207115002721,62.05404019355774
exponent_robustness_2026-03-20,harmonic_x,1/3,5,7,True,0.03572164364988057,0.005890854590874753,0.00047417842570142237,0.029830789059005818,0.00541667616517333,16,"(0, 0, 1, 0, 0, 0, 0)",1.0666666666666667,1.0711297071129706,65.22388291358948
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,7,True,0.03572164364988057,0.01191004254154526,0.0018307501674178208,0.02381160110833531,0.010079292374127437,2,"(0, 0, 0, 0, 0, 1, 0)",1.0307692307692307,1.0458015267175573,66.42309975624084
exponent_robustness_2026-03-20,uniform_x,1/3,5,8,False,0.03572164364988057,0.03330134468676215,0.0004678043523256839,0.0024202989631184196,0.032833540334436466,2,"(0, 0, 0, 0, 0, 0, 1, 0)",1.0078125,1.01171875,135.02619791030884
exponent_robustness_2026-03-20,geometric_x,1/3,5,8,False,0.03572164364988057,0.03276862566954703,0.0003251255322904131,0.002953017980333539,0.032443500137256616,2,"(0, 0, 0, 0, 0, 0, 1, 0)",1.0054299011128027,1.0081558981184175,136.7830319404602
exponent_robustness_2026-03-20,harmonic_x,1/3,5,8,False,0.03572164364988057,0.031106564050406488,0.0002409549805185644,0.004615079599474083,0.030865609069887924,160,"(1, 0, 1, 0, 0, 0, 0, 0)",1.4545454545454546,1.4586894586894588,126.266756772995
exponent_robustness_2026-03-20,mirror_harmonic_x,1/3,5,8,False,0.03572164364988057,0.031085418534906716,0.0009273540508865873,0.004636225114973854,0.030158064484020128,160,"(1, 0, 1, 0, 0, 0, 0, 0)",1.7692307692307692,1.7721822541966428,120.63209390640259
