kind,depth,cell_index,half,m_mid,width_x,width_log,c_star,g,eps_mid,eps_prime_mid,eps_pp_mid,mean_cell_eps,cell_moment1,cell_moment2,eps_a,eps_b,contains_mstar,dist_to_mstar
uniform_x,7,96,R,0.75390625,0.0078125,0.004454350349380354,-0.1128702163696289,-0.010246753692626953,0.05666538474114691,-0.1774389076445999,-0.4689880615656624,0.0566641920410689,-9.01615468777352e-7,2.87922706981921e-7,0.0573549220576041,0.0559686912170371,0,0.3112112091110366
uniform_x,7,97,R,0.76171875,0.0078125,0.004434597067865753,-0.11231613159179688,-0.009692668914794922,0.055264873255380986,-0.1810866286750008,-0.4648377451423499,0.0552636911101274,-9.20150673732923e-7,2.80806389935498e-7,0.0559686912170371,0.0545539624151877,0,0.3190237091110366
uniform_x,7,98,R,0.76953125,0.0078125,0.004415018209116717,-0.1117401123046875,-0.009116649627685547,0.05383599004623507,-0.18470214024817955,-0.4607422783586447,0.0538348183162896,-9.38522211939925e-7,2.73545906492565e-7,0.0545539624151877,0.0531109872909150,0,0.3268362091110366
uniform_x,7,99,R,0.77734375,0.0078125,0.00439561147303813,-0.11114215850830078,-0.008518695831298828,0.05237898508605865,-0.18828586710423156,-0.45670069894794885,0.0523778236344583,-9.56732241649679e-7,2.66142526858944e-7,0.0531109872909150,0.0516400141647416,0,0.3346487091110366
uniform_x,7,100,R,0.78515625,0.0078125,0.004376374599798893,-0.11052227020263672,-0.007898807525634766,0.05089410505806968,-0.19183822654797678,-0.45271206565364985,0.0508929537500933,-9.74782883331996e-7,2.58597504526919e-7,0.0516400141647416,0.0501412880969440,0,0.3424612091110366
uniform_x,7,101,R,0.79296875,0.0078125,0.004357305368955733,-0.10988044738769531,-0.007256984710693359,0.04938159341380799,-0.19535962861094847,-0.4487754576810396,0.0493804521171910,-9.92676220498379e-7,2.50912076567187e-7,0.0501412880969440,0.0486150509443752,0,0.3502737091110366
uniform_x,7,102,R,0.80078125,0.0078125,0.004338401598598107,-0.10921764373779297,-0.006594181060791016,0.047841690429337946,-0.19885047620916563,-0.44488997416584297,0.0478405590140198,-1.01041430050398e-6,2.43087463914453e-7,0.0486150509443752,0.0470615414160576,0,0.3580862091110366
uniform_x,7,103,R,0.80859375,0.0078125,0.004319661144516429,-0.10853385925292969,-0.005910396575927734,0.0462746332602364,-0.20231116529681503,-0.44105473365878045,0.0462735115984572,-1.02799913532809e-6,2.35124871646849e-7,0.0470615414160576,0.0454809951275721,0,0.3658987091110366
uniform_x,7,104,R,0.81640625,0.0078125,0.004301081899390602,-0.10782909393310547,-0.005205631256103516,0.044680655995393725,-0.20574208501596858,-0.4372688736256173,0.0446795439616210,-1.04543270233526e-6,2.27025489259326e-7,0.0454809951275721,0.0438736446542802,0,0.3737112091110366
uniform_x,7,105,R,0.82421875,0.0078125,0.004282661792000875,-0.10710430145263672,-0.004480838775634766,0.04305998970966196,-0.2091436178424525,-0.4335315499621673,0.0430588871803934,-1.06271694501640e-6,2.18790490931187e-7,0.0438736446542802,0.0422397195834046,0,0.3815237091110366
uniform_x,7,106,R,0.83203125,0.0078125,0.004264398786457568,-0.10635852813720703,-0.003735065460205078,0.04141286251537657,-0.21251613972798578,-0.42984193652374336,0.0414117693693186,-1.07985377371090e-6,2.10421035787897e-7,0.0422397195834046,0.0405794465649997,0,0.3893362091110366
uniform_x,7,107,R,0.83984375,0.0078125,0.00424629088145112,-0.10559272766113281,-0.0029692649841308594,0.039739499612783225,-0.215860020238695,-0.4261992246685649,0.0397384157306533,-1.09684506631088e-6,2.01918268157322e-7,0.0405794465649997,0.0388930493618412,0,0.3971487091110366
uniform_x,7,108,R,0.84765625,0.0078125,0.004228336109521114,-0.10480690002441406,-0.0021834373474121094,0.038040123339395215,-0.21917562269011703,-0.4226026228146513,0.0380390486038777,-1.11369266894672e-6,1.93283317820541e-7,0.0388930493618412,0.0371807488982591,0,0.4049612091110366
uniform_x,7,109,R,0.85546875,0.0078125,0.004210532536343514,-0.10400199890136719,-0.0013785362243652344,0.03631495321831024,-0.22246330427879024,-0.4190513560097468,0.0363138875141829,-1.13039839665603e-6,1.84517300257370e-7,0.0371807488982591,0.0354427633079435,0,0.4127737091110366
uniform_x,7,110,R,0.86328125,0.0078125,0.004192878260035893,-0.10317707061767578,-0.0005536079406738281,0.03456420600551158,-0.22572341621053527,-0.41554466551384267,0.0345631492193945,-1.14696403403539e-6,1.75621316886723e-7,0.0354427633079435,0.0336793079807486,0,0.4205862091110366
uniform_x,7,111,R,0.87109375,0.0078125,0.004175371410480633,-0.10233306884765625,0.0002903938293457031,0.032788095736180245,-0.22895630382552268,-0.41208180839387515,0.0327870477565568,-1.16339133587585e-6,1.66596455301942e-7,0.0336793079807486,0.0318905956085185,0,0.4283987091110366
uniform_x,7,112,R,0.87890625,0.0078125,0.004158010148663682,-0.1014699935913086,0.0011534690856933594,0.030986833770041966,-0.23216230672021898,-0.40866205713019527,0.0309857944873215,-1.17968202778266e-6,1.57443789501233e-7,0.0318905956085185,0.0300768362299616,0,0.4362112091110366
uniform_x,7,113,R,0.88671875,0.0078125,0.004140792666031401,-0.1005868911743164,0.002036571502685547,0.029160628835773195,-0.23534175886630504,-0.4052846992344222,0.0291595981421438,-1.19583780677945e-6,1.48164380113314e-7,0.0300768362299616,0.0282382372745945,0,0.4440237091110366
uniform_x,7,114,R,0.89453125,0.0078125,0.004123717183862063,-0.0996866226196289,0.002936840057373047,0.027309687074489997,-0.2384949887266502,-0.4019490368783042,0.0273086648639662,-1.21186034189762e-6,1.38759274618400e-7,0.0282382372745945,0.0263750036057809,0,0.4518362091110366
uniform_x,7,115,R,0.90234375,0.0078125,0.00410678195265346,-0.09876728057861328,0.003856182098388672,0.0254342120823422,-0.24162231936842993,-0.39865438653322777,0.0254331982505107,-1.22775127475109e-6,1.29229507564650e-7,0.0263750036057809,0.0244873375628862,0,0.4596487091110366
uniform_x,7,116,R,0.91015625,0.0078125,0.004089985251525152,-0.09782886505126953,0.004794597625732422,0.02353440495223369,-0.24472406857346707,-0.39540007862002546,0.0235333993966265,-1.24351222009696e-6,1.19576100780166e-7,0.0244873375628862,0.0225754390025705,0,0.4674612091110366
uniform_x,7,117,R,0.91796875,0.0078125,0.004073325387635829,-0.09687328338623047,0.005750179290771484,0.021610464314693045,-0.24780054894587655,-0.3921854571687487,0.0216094669342510,-1.25914476638261e-6,1.09800063580672e-7,0.0225754390025705,0.0206395053392399,0,0.4752737091110366
uniform_x,7,118,R,0.92578125,0.0078125,0.0040568006956143154,-0.09589862823486328,0.006724834442138672,0.019662586377911517,-0.25085206801709004,-0.38900987948808313,0.0196615970733660,-1.27465047627927e-6,9.99023929729769e-8,0.0206395053392399,0.0186797315846776,0,0.4830862091110366
uniform_x,7,119,R,0.93359375,0.0078125,0.004040409537005019,-0.09490776062011719,0.007715702056884766,0.017690964966971978,-0.25387892834833414,-0.3858727158440939,0.0176899836407642,-1.29003088720270e-6,8.98840738543061e-8,0.0186797315846776,0.0166963103868752,0,0.4908987091110366
uniform_x,7,120,R,0.94140625,0.0078125,0.004024150299725471,-0.09389781951904297,0.008725643157958984,0.015695791562286177,-0.2568814276306345,-0.38277334914800315,0.0156948181181065,-1.30528751182152e-6,7.97460792076250e-8,0.0166963103868752,0.0146894320680809,0,0.4987112091110366
uniform_x,7,121,R,0.94921875,0.0078125,0.004008021397538752,-0.09287071228027344,0.009752750396728516,0.013677255337260497,-0.25985985878241546,-0.37971117465270865,0.0136762896806317,-1.32042183855301e-6,6.94893702930355e-8,0.0146894320680809,0.0126592846620870,0,0.5065237091110366
uniform_x,7,122,R,0.95703125,0.0078125,0.00399202126953746,-0.091827392578125,0.010796070098876953,0.011635543195208431,-0.2628145100447612,-0.37668559965776677,0.0116345852330255,-1.33543533204720e-6,5.91148968353446e-8,0.0126592846620870,0.0106060539507720,0,0.5143362091110366
uniform_x,7,123,R,0.96484375,0.0078125,0.003976148379639444,-0.09076595306396484,0.01185750961303711,0.009570839805527087,-0.2657456650744042,-0.37369604322256955,0.00956988944625436,-1.35032943365940e-6,4.86235972078986e-8,0.0106060539507720,0.00852992349991644,0,0.5221487091110366
uniform_x,7,124,R,0.97265625,0.0078125,0.003960401216096976,-0.08968830108642578,0.012935161590576172,0.007483327639157045,-0.2686536030345056,-0.3707419358874585,0.00748238479258134,-1.36510556191147e-6,3.80163986127672e-8,0.00852992349991644,0.00643107469431015,0,0.5299612091110366
uniform_x,7,125,R,0.98046875,0.0078125,0.003944778291016249,-0.0885934829711914,0.014029979705810547,0.0053731870033405515,-0.27153859868328467,-0.3678227194025229,0.00537225158063848,-1.37976511294228e-6,2.72942172573681e-8,0.00643107469431015,0.00430968677216581,0,0.5377737091110366
uniform_x,7,126,R,0.98828125,0.0078125,0.003929278139889636,-0.08748149871826172,0.015141963958740234,0.003240596075695268,-0.2744009224605606,-0.3649378464638438,0.00323966798970332,-1.39430946094723e-6,1.64579585276145e-8,0.00430968677216581,0.00216593685885791,0,0.5455862091110366
uniform_x,7,127,R,0.99609375,0.0078125,0.003913899321136283,-0.08635330200195312,0.016270160675048828,0.0010857309376213209,-0.27724084057226095,-0.3620867804569495,0.00108481010227024,-1.40873995860792e-6,5.50851715766680e-9,0.00216593685885791,0.000000000000000,0,0.5533987091110366
uniform_x,8,0,L,0.001953125,0.00390625,0.003898640415657323,-0.0009717941284179688,0.057973384857177734,0.0008618906070540383,0.43988276985409214,-1.4370759808290356,0.000860976937701707,5.58795023019827e-7,1.09279589552897e-9,0.000000000000000,0.00171829919387811,0,-0.4407419158889634
uniform_x,8,1,L,0.005859375,0.00390625,0.003883500026397626,-0.0029020309448242188,0.056043148040771484,0.002569247070580729,0.4342909921070859,-1.4259358989491806,0.00256834048394694,5.51691637495658e-7,3.26170793192221e-9,0.00171829919387811,0.00341475542325412,0,-0.4368356658889634
uniform_x,8,2,L,0.009765625,0.00390625,0.0038684767779203254,-0.004809379577636719,0.054135799407958984,0.004254845314934629,0.4287424776308497,-1.4149248521218472,0.00425394572891946,5.44643210590407e-7,5.40297979332121e-9,0.00341475542325412,0.00508953768655389,0,-0.4329294158889634
uniform_x,8,3,L,0.013671875,0.00390625,0.00385356931598998,-0.006694793701171875,0.05225038528442383,0.0059188533578808135,0.42323672627196385,-1.404040855204712,0.00591796069176098,5.37649106942426e-7,7.51682491960337e-9,0.00508953768655389,0.00674281302845451,0,-0.4290231658889634
uniform_x,8,4,L,0.017578125,0.00390625,0.0038387763071656804,-0.008558273315429688,0.050386905670166016,0.007561437278508228,0.4177732455569083,-1.3932819610847162,0.00756055145274104,5.30708700946130e-7,9.60345428784413e-9,0.00674281302845451,0.00837474656988448,0,-0.4251169158889634
uniform_x,8,5,L,0.021484375,0.00390625,0.0038240964384034445,-0.010399818420410156,0.04854536056518555,0.009182761246941375,0.41235155054521844,-1.3826462598071736,0.00918188218309979,5.23821376565472e-7,1.16630764500617e-8,0.00837474656988448,0.00998550153745028,0,-0.4212106658889634
uniform_x,8,6,L,0.025390625,0.00390625,0.0038095284166676964,-0.012219429016113281,0.04672574996948242,0.010782987553484988,0.4069711636859985,-1.3721318777280598,0.0107821151746066,5.16986527151643e-7,1.36958975702415e-8,0.00998550153745028,0.0115752392923024,0,-0.4173044158889634
uniform_x,8,7,L,0.029296875,0.00390625,0.0037950709685516115,-0.014018058776855469,0.044927120208740234,0.01236227663721462,0.4016316146777026,-1.3617369766887737,0.0123614108672427,5.10203555264970e-7,1.57021214606566e-8,0.0115752392923024,0.0131441193584534,0,-0.4133981658889634
uniform_x,8,8,L,0.033203125,0.00390625,0.0037807228399060477,-0.015794754028320312,0.04315042495727539,0.013920787114025744,0.39633244033109505,-1.3514597532127044,0.0139199278780779,5.03471872500805e-7,1.76819496175004e-8,0.0131441193584534,0.0146922994505615,0,-0.4094919158889634
uniform_x,8,9,L,0.037109375,0.00390625,0.0037664827954768665,-0.01755046844482422,0.041394710540771484,0.015458675804153624,0.3910731844353095,-1.3412984377229349,0.0154578230286688,4.96790899319394e-7,1.96355812558468e-8,0.0146922994505615,0.0162199355011896,0,-0.4055856658889634
uniform_x,8,10,L,0.041015625,0.00390625,0.003752349618550456,-0.019286155700683594,0.03965902328491211,0.016976097759175857,0.38585339762692183,-1.3312512937804577,0.0169752513715480,4.90160064879544e-7,2.15632133439535e-8,0.0162199355011896,0.0177271816875539,0,-0.4016794158889634
uniform_x,8,11,L,0.044921875,0.00390625,0.0037383221106071438,-0.020999908447265625,0.03794527053833008,0.018473206288509292,0.3806726372619613,-1.3213166173422881,0.0184723662171677,4.83578806876029e-7,2.34650406369225e-8,0.0177271816875539,0.0192141904577724,0,-0.3977731658889634
uniform_x,8,12,L,0.048828125,0.00390625,0.0037243990909824262,-0.022693634033203125,0.03625154495239258,0.01995015298541261,0.3755304672907809,-1.3114927360388824,0.0199493191598776,4.77046571380648e-7,2.53412557097330e-8,0.0192141904577724,0.0206811125566242,0,-0.3938669158889634
uniform_x,8,13,L,0.052734375,0.00390625,0.003710579396535657,-0.024367332458496094,0.03457784652709961,0.021407087752505466,0.37042645813571307,-1.3017780084702877,0.0214062601034470,4.70562812686792e-7,2.71920489896601e-8,0.0206811125566242,0.0221280970508309,0,-0.3899606658889634
uniform_x,8,14,L,0.056640625,0.00390625,0.0036968618813261397,-0.026020050048828125,0.03292512893676758,0.02284415882681526,0.3653601865714404,-1.292170823520476,0.0228433372859627,4.64126993157486e-7,2.90176087880928e-8,0.0221280970508309,0.0235552913538716,0,-0.3860544158889634
uniform_x,8,15,L,0.060546875,0.00390625,0.0036832454162964157,-0.02765369415283203,0.03129148483276367,0.02426151280436155,0.3603312356080097,-1.2826695996893205,0.0242606973041575,4.57738583076754e-7,3.08181213317660e-8,0.0235552913538716,0.0249628412503394,0,-0.3821481658889634
uniform_x,8,16,L,0.064453125,0.00390625,0.0036697288889624147,-0.029267311096191406,0.029677867889404297,0.025659294664288707,0.3553391943764206,-1.2732727844417016,0.0256584851384218,4.51397060504308e-7,3.25937707934170e-8,0.0249628412503394,0.0263508909198524,0,-0.3782419158889634
uniform_x,8,17,L,0.068359375,0.00390625,0.003656311203110496,-0.030861854553222656,0.028083324432373047,0.02703764779255656,0.35038365801672633,-1.263978853573243,0.0270368441756546,4.45101911133372e-7,3.43447393218812e-8,0.0263508909198524,0.0277195829605267,0,-0.3743356658889634
uniform_x,8,18,L,0.072265625,0.00390625,0.0036429912785010676,-0.032436370849609375,0.026508808135986328,0.028396714005198637,0.345464227568578,-1.2547863105921893,0.0283959162327392,4.38852628151658e-7,3.60712070716393e-8,0.0277195829605267,0.0290690584120220,0,-0.3704294158889634
uniform_x,8,19,L,0.076171875,0.00390625,0.0036297680505787133,-0.03399181365966797,0.024953365325927734,0.02973663357115762,0.3405805098641548,-1.245693686116964,0.0297358415796793,4.32648712105321e-7,3.77733522318256e-8,0.0290690584120220,0.0303994567781690,0,-0.3665231658889634
uniform_x,8,20,L,0.080078125,0.00390625,0.0036166404701884897,-0.03552818298339844,0.023416996002197266,0.031057545234707037,0.33573211742341647,-1.2366995372889498,0.0310567589614834,4.26489670765933e-7,3.94513510547124e-8,0.0303994567781690,0.0317109160491883,0,-0.3626169158889634
uniform_x,8,21,L,0.083984375,0.00390625,0.0036036075032985643,-0.03704547882080078,0.021899700164794922,0.032359586237468305,0.3309186683516203,-1.2278024472000535,0.0323588056209587,4.20375019000247e-7,4.11053778836793e-8,0.0317109160491883,0.0330035727235074,0,-0.3587106658889634
uniform_x,8,22,L,0.087890625,0.00390625,0.003590668130728572,-0.038543701171875,0.020401477813720703,0.03364289234003176,0.32613978623904716,-1.2190010243346359,0.0336421173193457,4.14304278642884e-7,4.27356051806794e-8,0.0330035727235074,0.0342775618291876,0,-0.3548044158889634
uniform_x,8,23,L,0.091796875,0.00390625,0.0035778213478839804,-0.0400238037109375,0.018921375274658203,0.034907597843190086,0.32139510006287897,-1.2102939020253918,0.0349068283582596,4.08276978371582e-7,4.43422035532144e-8,0.0342775618291876,0.0355330169449665,0,-0.3508981658889634
uniform_x,8,24,L,0.095703125,0.00390625,0.0035650661644961584,-0.04148578643798828,0.017459392547607422,0.036153835608792845,0.31668424409117524,-1.2016797379227837,0.0361530716006655,4.02292653585325e-7,4.59253417808263e-8,0.0355330169449665,0.0367700702209261,0,-0.3469919158889634
uniform_x,8,25,L,0.099609375,0.00390625,0.0035524016043678164,-0.042929649353027344,0.01601552963256836,0.03738173708022957,0.3120068577888975,-1.1931572134776476,0.0373809784906030,3.96350846284889e-7,4.74851868411188e-8,0.0367700702209261,0.0379888523987935,0,-0.3430856658889634
uniform_x,8,26,L,0.103515625,0.00390625,0.0035398267051240384,-0.04435539245605469,0.014589786529541016,0.03859143230255005,0.3073625857259279,-1.184725033436593,0.0385906790739341,3.90451104956003e-7,4.90219039353175e-8,0.0379888523987935,0.0391894928318823,0,-0.3391794158889634
uniform_x,8,27,L,0.107421875,0.00390625,0.003527340517968408,-0.04576301574707031,0.01318216323852539,0.03978304994222884,0.3027510774870359,-1.1763819253498453,0.0397823020180681,3.84592984455024e-7,5.05356565133775e-8,0.0391894928318823,0.0403721195046821,0,-0.3352731658889634
uniform_x,8,28,L,0.111328125,0.00390625,0.003514942107444491,-0.04715251922607422,0.011792659759521484,0.04095671730658193,0.2981719875837421,-1.1681266390911704,0.0409559746310038,3.78776045896889e-7,5.20266062986500e-8,0.0403721195046821,0.0415368590521040,0,-0.3313669158889634
uniform_x,8,29,L,0.115234375,0.00390625,0.003502630551202063,-0.04852485656738281,0.01042032241821289,0.04211256036284278,0.29362497536803733,-1.1599579463895535,0.0421118228807700,3.72999856545593e-7,5.34949133121154e-8,0.0415368590521040,0.0426838367783894,0,-0.3274606658889634
uniform_x,8,30,L,0.119140625,0.00390625,0.0034904049397685155,-0.049880027770996094,0.00906515121459961,0.043250703756904874,0.28910970494790456,-1.1518746403722986,0.0432499714140135,3.67263989706821e-7,5.49407358961931e-8,0.0426838367783894,0.0438131766756878,0,-0.3235544158889634
uniform_x,8,31,L,0.123046875,0.00390625,0.003478264376324827,-0.05121803283691406,0.007727146148681641,0.04437127083173756,0.28462584510460753,-1.1438755351192331,0.0443705435745869,3.61568024622914e-7,5.63642307381365e-8,0.0438131766756878,0.0449250014423124,0,-0.3196481658889634
uniform_x,8,32,L,0.126953125,0.00390625,0.003466207976486224,-0.05253791809082031,0.006407260894775391,0.04547438364548248,0.28017306921169727,-1.1359594652277105,0.0454736614212834,3.55911546369927e-7,5.77655528930217e-8,0.0449250014423124,0.0460194325006788,0,-0.3157419158889634
uniform_x,8,33,L,0.130859375,0.00390625,0.0034542348680875606,-0.053841590881347656,0.005103588104248047,0.0465601629892366,0.2757510551556983,-1.1281252853881132,0.0465594457458565,3.50294145756949e-7,5.91448558063384e-8,0.0460194325006788,0.0470965900149345,0,-0.3118356658889634
uniform_x,8,34,L,0.134765625,0.00390625,0.003442344190972793,-0.055129051208496094,0.0038161277770996094,0.047628728404528864,0.27135948525843245,-1.1203718699695653,0.0476280160906413,3.44715419227319e-7,6.05022913361914e-8,0.0470965900149345,0.0481565929082839,0,-0.3079294158889634
uniform_x,8,35,L,0.138671875,0.00390625,0.003430535096789228,-0.05639839172363281,0.0025467872619628906,0.04868019820049643,0.26699804620094203,-1.1126981126155788,0.0486794907654939,3.39174968762113e-7,6.18380097751210e-8,0.0481565929082839,0.0491995588800172,0,-0.3040231658889634
uniform_x,8,36,L,0.142578125,0.00390625,0.003418806748785558,-0.05765247344970703,0.0012927055358886719,0.049714689470766876,0.2626664289489731,-1.1051029258493577,0.0497139868646173,3.33672401785394e-7,6.31521598715488e-8,0.0491995588800172,0.0502256044222479,0,-0.3001169158889634
uniform_x,8,37,L,0.146484375,0.00390625,0.003407158321614312,-0.05888938903808594,5.5789947509765625e-05,0.05073231811005219,0.2583643286799817,-1.097585240688502,0.0507316202835000,3.28207331071491e-7,6.44448888508586e-8,0.0502256044222479,0.0512348448363644,0,-0.2962106658889634
uniform_x,8,38,L,0.150390625,0.00390625,0.003395589001138205,-0.06011009216308594,-0.0011649131774902344,0.05173319883046071,0.2540914447116287,-1.090144006268852,0.0517325057350035,3.22779374654217e-7,6.57163424361179e-8,0.0512348448363644,0.0522273942492036,0,-0.2923044158889634
uniform_x,8,39,L,0.154296875,0.00390625,0.0033840979842405527,-0.06131458282470703,-0.002369403839111328,0.052717445177532435,0.24984748043172478,-1.0827781894772301,0.0527167567651077,3.17388155737786e-7,6.69666648684489e-8,0.0522273942492036,0.0532033656289498,0,-0.2883981658889634
uniform_x,8,40,L,0.158203125,0.00390625,0.003372684478639254,-0.06250381469726562,-0.003558635711669922,0.053685169546003664,0.24563214322959404,-1.0754867745928367,0.0536844857693382,3.12033302609730e-7,6.81959989270548e-8,0.0532033656289498,0.0541628708007658,0,-0.2844919158889634
uniform_x,8,41,L,0.162109375,0.00390625,0.0033613477027048255,-0.06367683410644531,-0.004731655120849609,0.05463648319530587,0.24144514442882237,-1.0682687629370706,0.0546358040077166,3.06714448555375e-7,6.94044859489094e-8,0.0541628708007658,0.0551060204621616,0,-0.2805856658889634
uniform_x,8,42,L,0.166015625,0.00390625,0.0033500868852819887,-0.0648336410522461,-0.005888462066650391,0.05557149626480501,0.23728619922135552,-1.0611231725315478,0.0555708216203357,3.01431231774162e-7,7.05922658481160e-8,0.0551060204621616,0.0560329241981050,0,-0.2766794158889634
uniform_x,8,43,L,0.169921875,0.00390625,0.0033389012655146155,-0.06597518920898438,-0.007030010223388672,0.05649031778878566,0.2331550266029203,-1.0540490377640988,0.0564896476418539,2.96183295297645e-7,7.17594771349428e-8,0.0560329241981050,0.0569436904958809,0,-0.2727731658889634
uniform_x,8,44,L,0.173828125,0.00390625,0.0033277900926746706,-0.06710147857666016,-0.008156299591064453,0.05739305571118544,0.2290513493097326,-1.0470454090625343,0.0573923900171280,2.90970286908991e-7,7.29062569345408e-8,0.0569436904958809,0.0578384267597020,0,-0.2688669158889634
uniform_x,8,45,L,0.177734375,0.00390625,0.0033167526259939295,-0.06821155548095703,-0.009266376495361328,0.0582798169000848,0.2249748937564664,-1.0401113525759715,0.0582791556145139,2.85791859064298e-7,7.40327410053512e-8,0.0578384267597020,0.0587172393250789,0,-0.2649606658889634
uniform_x,8,46,L,0.181640625,0.00390625,0.003305788134499499,-0.06930732727050781,-0.01036214828491211,0.05915070716195686,0.2209253899754533,-1.033245949863524,0.0591500502413851,2.80647668815234e-7,7.51390637572074e-8,0.0587172393250789,0.0595802334729509,0,-0.2610544158889634
uniform_x,8,47,L,0.185546875,0.00390625,0.0032948958968525566,-0.0703878402709961,-0.01144266128540039,0.06000583125568207,0.21690257155708292,-1.0264482975901588,0.0600051786568656,2.75537377733464e-7,7.62253582691387e-8,0.0595802334729509,0.0604275134435855,0,-0.2571481658889634
uniform_x,8,48,L,0.189453125,0.00390625,0.0032840752011899232,-0.07145309448242188,-0.012507915496826172,0.06084529290633239,0.21290617559137814,-1.019717507229533,0.0608446445868935,2.70460651836306e-7,7.72917563068815e-8,0.0604275134435855,0.0612591824502486,0,-0.2532419158889634
uniform_x,8,49,L,0.193359375,0.00390625,0.003273325344969158,-0.07250404357910156,-0.01355886459350586,0.06166919481872951,0.2089359426107189,-1.0130527047736304,0.0616685507366697,2.65417161514035e-7,7.83383883401026e-8,0.0612591824502486,0.0620753426926517,0,-0.2493356658889634
uniform_x,8,50,L,0.197265625,0.00390625,0.0032626456348163746,-0.07353973388671875,-0.014594554901123047,0.06247763869078149,0.20499161653368558,-1.0064530304490165,0.0624769988046410,2.60406581458544e-7,7.93653835593414e-8,0.0620753426926517,0.0628760953701794,0,-0.2454294158889634
uniform_x,8,51,L,0.201171875,0.00390625,0.0032520353863773055,-0.07456111907958984,-0.01561594009399414,0.06327072522660221,0.2010729446099988,-0.9999176384395438,0.0632700894955747,2.55428590593366e-7,8.03728698926769e-8,0.0628760953701794,0.0636615406949014,0,-0.2415231658889634
uniform_x,8,52,L,0.205078125,0.00390625,0.0032414939241710017,-0.07556819915771484,-0.01662302017211914,0.0640485541494179,0.19717967736653041,-0.9934456966153381,0.0640479225331774,2.50482872005144e-7,8.13609740221227e-8,0.0636615406949014,0.0644317779043745,0,-0.2376169158889634
uniform_x,8,53,L,0.208984375,0.00390625,0.0032310205814464754,-0.07656097412109375,-0.017615795135498047,0.06481122421426466,0.1933115685543607,-0.9870363862679042,0.0648105966729418,2.45569112876298e-7,8.23298213997581e-8,0.0644317779043745,0.0651869052742375,0,-0.2337106658889634
uniform_x,8,54,L,0.212890625,0.00390625,0.0032206147000422014,-0.07753944396972656,-0.01859426498413086,0.0655588332204814,0.18946837509685888,-0.9806889018511944,0.0655582097147089,2.40687004419171e-7,8.32795362635981e-8,0.0651869052742375,0.0659270201306025,0,-0.2298044158889634
uniform_x,8,55,L,0.216796875,0.00390625,0.0032102756302481994,-0.07850360870361328,-0.019558429718017578,0.06629147802400187,0.18564985703876302,-0.9744024507284856,0.0662908585151740,2.35836241811233e-7,8.42102416532087e-8,0.0659270201306025,0.0666522188622484,0,-0.2258981658889634
uniform_x,8,56,L,0.220703125,0.00390625,0.0032000027306708645,-0.0794534683227539,-0.020508289337158203,0.06700925454944939,0.18185577749623882,-0.9681762529249189,0.0670086389990843,2.31016524131679e-7,8.51220594250717e-8,0.0666522188622484,0.0673625969326183,0,-0.2219919158889634
uniform_x,8,57,L,0.224609375,0.00390625,0.0031897953681001567,-0.08038997650146484,-0.02144479751586914,0.06771225780203893,0.1780859026078936,-0.9620095408855527,0.0677116461723699,2.26227554299320e-7,8.60151102677043e-8,0.0673625969326183,0.0680582488916270,0,-0.2180856658889634
uniform_x,8,58,L,0.228515625,0.00390625,0.003179652917379705,-0.08131217956542969,-0.022367000579833984,0.06840058187928921,0.1743400014867238,-0.9559015592387959,0.0683999741330013,2.21469039011301e-7,8.68895137165377e-8,0.0680582488916270,0.0687392683872788,0,-0.2141794158889634
uniform_x,8,59,L,0.232421875,0.00390625,0.003169574761279048,-0.08222103118896484,-0.02327585220336914,0.06907431998254898,0.17061784617297837,-0.9498515645650791,0.0690737160827553,2.16740688683481e-7,8.77453881685597e-8,0.0687392683872788,0.0694057481771029,0,-0.2102731658889634
uniform_x,8,60,L,0.236328125,0.00390625,0.003159560290368485,-0.08311653137207031,-0.02417135238647461,0.06973356442834133,0.16691921158791367,-0.9438588251706347,0.0697329643385842,2.12042217391423e-7,8.85828508967256e-8,0.0694057481771029,0.0700577801394073,0,-0.2063669158889634
uniform_x,8,61,L,0.240234375,0.00390625,0.003149608902896228,-0.08399772644042969,-0.025052547454833984,0.07037840665952821,0.163243875488424,-0.9379226208662568,0.0703778103439276,2.07373342813003e-7,8.94020180641415e-8,0.0700577801394073,0.0706954552843553,0,-0.2024606658889634
uniform_x,8,62,L,0.244140625,0.00390625,0.003139720004667751,-0.08486652374267578,-0.025921344757080078,0.07100893725630036,0.15959161842252634,-0.932042242750916,0.0710083446793988,2.02733786171703e-7,9.02030047380251e-8,0.0706954552843553,0.0713188637648694,0,-0.1985544158889634
uniform_x,8,63,L,0.248046875,0.00390625,0.003129893008927659,-0.08572196960449219,-0.026776790618896484,0.07162524594699443,0.1559622236856797,-0.9262169930001063,0.0716246570736416,1.98123272181232e-7,9.09859249034473e-8,0.0713188637648694,0.0719280948873623,0,-0.1946481658889634
uniform_x,8,64,L,0.251953125,0.00390625,0.0031201273362436166,-0.0865640640258789,-0.027618885040283203,0.07222742161874102,0.15235547727792387,-0.9204461846588099,0.0722268364143588,1.93541528990948e-7,9.17508914768591e-8,0.0719280948873623,0.0725232371223031,0,-0.1907419158889634
